reasoner,repetition,stage,added_category,status,censored,node_count,query_count,source_query_executions,federation_fanout_factor,prepare_wall_ms,node_generation_ms_sum,node_reasoning_ms_sum,max_node_reasoning_ms,query_wall_ms,prepare_transport_retry_count,query_transport_retry_count,node_query_batch_count_sum,max_node_query_batch_count,node_query_ms_sum,node_prepare_process_cpu_ms_sum,node_query_process_cpu_ms_sum,total_process_cpu_ms,max_node_prepare_peak_rss_kib,max_node_query_peak_rss_kib,max_node_peak_rss_kib,sum_node_prepare_current_rss_kib,sum_node_query_current_rss_kib,max_sum_node_current_rss_kib,prepare_request_bytes_sum,prepare_response_bytes_sum,query_request_bytes_sum,query_response_bytes_sum,total_wall_ms,logical_input_triples,aggregate_fragment_triples,aggregate_output_triples,aggregate_inferred_triples,max_fragment_triples,max_fragment_fraction,storage_replication_factor
rdfs_owlrl,1,9,decision,completed,False,5,74,174,2.3513513513513513,14288.26183,2351.043772,51232.688251,13188.07064,2763.169952,0,0,45,14,5142.184907,54151.651818,5151.248797,59302.900615,255756,255756,255756,432984,431736,432984,530,3420,5331,116193,17051.431782,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,1,10,policy_governance,completed,False,5,82,182,2.2195121951219514,14288.26183,2351.043772,51232.688251,13188.07064,2373.452278,0,0,47,14,5296.147682,54151.651818,5306.356038,59458.007856000004,255756,255756,255756,432984,431736,432984,530,3420,5569,234026,16661.714108,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,1,11,adaptation,completed,False,5,90,206,2.2888888888888888,14288.26183,2351.043772,51232.688251,13188.07064,2702.229258,0,0,53,16,5873.233335,54151.651818,5884.051224,60035.703042,255756,255756,255756,432984,431736,432984,530,3420,6295,248009,16990.491088,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,1,12,delegation,completed,False,5,95,219,2.305263157894737,14288.26183,2351.043772,51232.688251,13188.07064,2957.258364,0,0,57,17,6252.060623,54151.651818,6265.03169,60416.683508,255756,255756,255756,432984,431736,432984,530,3420,6742,268745,17245.520194,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,1,13,federation,completed,False,5,102,240,2.3529411764705883,14288.26183,2351.043772,51232.688251,13188.07064,3151.133275,0,0,61,18,6661.6219120000005,54151.651818,6675.798476,60827.450294,255756,255756,255756,432984,431736,432984,530,3420,7282,276929,17439.395105,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,1,14,audit_temporal,completed,False,5,107,255,2.383177570093458,14288.26183,2351.043772,51232.688251,13188.07064,3657.622946,0,0,66,20,7591.1147869999995,54151.651818,7606.53877,61758.190588000005,255756,255756,255756,432984,431736,432984,530,3420,7822,315034,17945.884776,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,1,15,validation,completed,False,5,111,259,2.3333333333333335,14288.26183,2351.043772,51232.688251,13188.07064,3382.8763889999996,0,0,67,20,7551.38947,54151.651818,7566.335261,61717.987079,255756,255756,255756,432984,431736,432984,530,3420,7941,325664,17671.138219,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,1,16,wellbeing,completed,False,5,115,269,2.3391304347826085,14288.26183,2351.043772,51232.688251,13188.07064,4134.599589,0,0,69,21,7825.551041,54151.651818,7841.852105,61993.503923000004,255756,255756,255756,432984,431736,432984,530,3420,8211,331041,18422.861419,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,2,1,topology,completed,False,5,4,6,1.5,14003.642123,2343.719093,51232.098977,13229.726363,61.601997,0,0,4,1,107.111562,53983.398102,107.820908,54091.21901,255756,76368,255756,439268,249932,439268,530,3426,372,4440,14065.24412,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,2,2,semantic_schema,completed,False,5,8,10,1.25,14003.642123,2343.719093,51232.098977,13229.726363,57.258766,0,0,5,1,138.15869800000002,53983.398102,138.967769,54122.365871,255756,255756,255756,439268,439268,439268,530,3426,491,10657,14060.900889,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,2,3,observability,completed,False,5,13,17,1.3076923076923077,14003.642123,2343.719093,51232.098977,13229.726363,180.322259,0,0,6,2,315.122842,53983.398102,316.305631,54299.703733,255756,255756,255756,439268,439268,439268,530,3426,650,15324,14183.964382,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,2,4,identity_consent,completed,False,5,31,67,2.161290322580645,14003.642123,2343.719093,51232.098977,13229.726363,657.0277249999999,0,0,19,5,1523.533346,53983.398102,1527.356315,55510.754417000004,255756,255756,255756,439268,439268,439268,530,3426,2192,54146,14660.669848,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,2,5,data_lifecycle,completed,False,5,39,91,2.3333333333333335,14003.642123,2343.719093,51232.098977,13229.726363,865.033639,0,0,25,7,2002.278759,53983.398102,2007.521536,55990.919638,255756,255756,255756,439268,439304,439304,530,3426,2906,64133,14868.675761999999,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,2,6,security_identity,completed,False,5,45,105,2.3333333333333335,14003.642123,2343.719093,51232.098977,13229.726363,1800.555008,0,0,28,8,3325.655979,53983.398102,3331.977056,57315.375158,255756,255756,255756,439268,430980,439268,530,3426,3285,69655,15804.197130999999,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,2,7,context_zones,completed,False,5,51,119,2.3333333333333335,14003.642123,2343.719093,51232.098977,13229.726363,1676.088721,0,0,31,9,3428.5807600000003,53983.398102,3432.094381,57415.492483,255756,255756,255756,439268,430980,439268,530,3426,3670,75650,15679.730844,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,2,8,trust,completed,False,5,57,129,2.263157894736842,14003.642123,2343.719093,51232.098977,13229.726363,1797.6260760000002,0,0,34,10,3859.749076,53983.398102,3862.653113,57846.051215,255756,255756,255756,439268,430980,439268,530,3426,4005,82807,15801.268199,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,2,9,decision,completed,False,5,74,174,2.3513513513513513,14003.642123,2343.719093,51232.098977,13229.726363,2303.577416,0,0,45,14,5075.500118,53983.398102,5085.070793,59068.468895,255756,255756,255756,439268,430980,439268,530,3426,5331,116183,16307.219539,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,2,10,policy_governance,completed,False,5,82,182,2.2195121951219514,14003.642123,2343.719093,51232.098977,13229.726363,2440.576072,0,0,47,14,5400.636264,53983.398102,5410.863661,59394.261763,255756,255756,255756,439268,430980,439268,530,3426,5569,233986,16444.218195,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,2,11,adaptation,completed,False,5,90,206,2.2888888888888888,14003.642123,2343.719093,51232.098977,13229.726363,2695.1768049999996,0,0,53,16,5800.788528,53983.398102,5812.2868849999995,59795.684987,255756,255756,255756,439268,430980,439268,530,3426,6295,247992,16698.818928,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,2,12,delegation,completed,False,5,95,219,2.305263157894737,14003.642123,2343.719093,51232.098977,13229.726363,2939.0090280000004,0,0,57,17,6167.77715,53983.398102,6180.926069,60164.324171,255756,255756,255756,439268,430980,439268,530,3426,6742,268746,16942.651151,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,2,13,federation,completed,False,5,102,240,2.3529411764705883,14003.642123,2343.719093,51232.098977,13229.726363,3203.600056,0,0,61,18,6724.462978,53983.398102,6737.85084,60721.248942,255756,255756,255756,439268,430980,439268,530,3426,7282,276971,17207.242179,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,2,14,audit_temporal,completed,False,5,107,255,2.383177570093458,14003.642123,2343.719093,51232.098977,13229.726363,3700.8560509999998,0,0,66,20,7534.370401,53983.398102,7547.385083,61530.783185,255756,255756,255756,439268,430980,439268,530,3426,7822,314959,17704.498174,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,2,15,validation,completed,False,5,111,259,2.3333333333333335,14003.642123,2343.719093,51232.098977,13229.726363,3647.436888,0,0,67,20,7644.35808,53983.398102,7659.327275000001,61642.725377,255756,255756,255756,439268,430980,439268,530,3426,7941,325675,17651.079011,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,2,16,wellbeing,completed,False,5,115,269,2.3391304347826085,14003.642123,2343.719093,51232.098977,13229.726363,4148.245830000002,0,0,69,21,7799.813416000001,53983.398102,7815.911621,61799.309723,255756,255756,255756,439268,430980,439268,530,3426,8211,331083,18151.887953,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,3,1,topology,completed,False,5,4,6,1.5,13952.318865,2398.5316900000003,51384.720578,13151.83677,71.004232,0,0,4,1,108.463154,54404.509253,109.238722,54513.747975,255756,76368,255756,438916,249580,438916,530,3424,372,4442,14023.323096999999,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,3,2,semantic_schema,completed,False,5,8,10,1.25,13952.318865,2398.5316900000003,51384.720578,13151.83677,61.597615,0,0,5,1,139.576472,54404.509253,140.386411,54544.895664,255756,255756,255756,438916,438916,438916,530,3424,491,10656,14013.91648,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,3,3,observability,completed,False,5,13,17,1.3076923076923077,13952.318865,2398.5316900000003,51384.720578,13151.83677,171.978362,0,0,6,2,314.131545,54404.509253,315.257383,54719.766636,255756,255756,255756,438916,438916,438916,530,3424,650,15312,14124.297227,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,3,4,identity_consent,completed,False,5,31,67,2.161290322580645,13952.318865,2398.5316900000003,51384.720578,13151.83677,786.2490869999999,0,0,19,5,1649.313731,54404.509253,1652.352433,56056.861686,255756,255756,255756,438916,436860,438916,530,3424,2192,54147,14738.567952,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,3,5,data_lifecycle,completed,False,5,39,91,2.3333333333333335,13952.318865,2398.5316900000003,51384.720578,13151.83677,994.699161,0,0,25,7,2151.1653380000002,54404.509253,2155.990332,56560.499585,255756,255756,255756,438916,434548,438916,530,3424,2906,64144,14947.018026,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,3,6,security_identity,completed,False,5,45,105,2.3333333333333335,13952.318865,2398.5316900000003,51384.720578,13151.83677,1842.100583,0,0,28,8,3259.6095020000002,54404.509253,3264.532513,57669.041766,255756,255756,255756,438916,431604,438916,530,3424,3285,69630,15794.419447999999,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,3,7,context_zones,completed,False,5,51,119,2.3333333333333335,13952.318865,2398.5316900000003,51384.720578,13151.83677,1724.242869,0,0,31,9,3535.9535690000002,54404.509253,3542.974545,57947.483798,255756,255756,255756,438916,431604,438916,530,3424,3670,75567,15676.561733999999,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,3,8,trust,completed,False,5,57,129,2.263157894736842,13952.318865,2398.5316900000003,51384.720578,13151.83677,1840.596038,0,0,34,10,3741.4831130000002,54404.509253,3748.90638,58153.415633,255756,255756,255756,438916,431604,438916,530,3424,4005,82771,15792.914902999999,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,3,9,decision,completed,False,5,74,174,2.3513513513513513,13952.318865,2398.5316900000003,51384.720578,13151.83677,3104.8514000000005,0,0,45,14,5280.301705,54404.509253,5290.106977,59694.61623,255756,255756,255756,438916,431604,438916,530,3424,5331,116145,17057.170265,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,3,10,policy_governance,completed,False,5,82,182,2.2195121951219514,13952.318865,2398.5316900000003,51384.720578,13151.83677,2430.3206020000002,0,0,47,14,5273.90993,54404.509253,5283.702192,59688.211445,255756,255756,255756,438916,431604,438916,530,3424,5569,233986,16382.639466999999,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,3,11,adaptation,completed,False,5,90,206,2.2888888888888888,13952.318865,2398.5316900000003,51384.720578,13151.83677,2652.2354249999994,0,0,53,16,5779.539536,54404.509253,5785.848213,60190.357466,255756,255756,255756,438916,431604,438916,530,3424,6295,248006,16604.55429,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,3,12,delegation,completed,False,5,95,219,2.305263157894737,13952.318865,2398.5316900000003,51384.720578,13151.83677,5493.905094,0,0,57,17,6289.184207,54404.509253,6302.747897,60707.25715,255756,255756,255756,438916,431604,438916,530,3424,6742,268739,19446.223959,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,3,13,federation,completed,False,5,102,240,2.3529411764705883,13952.318865,2398.5316900000003,51384.720578,13151.83677,4119.2733579999995,0,0,61,18,6806.833136,54404.509253,6820.70093,61225.210183,255756,255756,255756,438916,431604,438916,530,3424,7282,276958,18071.592223,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,3,14,audit_temporal,completed,False,5,107,255,2.383177570093458,13952.318865,2398.5316900000003,51384.720578,13151.83677,3610.806672,0,0,66,20,7478.496017,54404.509253,7492.644346,61897.153599,255756,255756,255756,438916,431604,438916,530,3424,7822,315018,17563.125537,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,3,15,validation,completed,False,5,111,259,2.3333333333333335,13952.318865,2398.5316900000003,51384.720578,13151.83677,3456.9546170000003,0,0,67,20,7643.348758,54404.509253,7657.252828,62061.762081,255756,255756,255756,438916,431604,438916,530,3424,7941,325713,17409.273482,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
rdfs_owlrl,3,16,wellbeing,completed,False,5,115,269,2.3391304347826085,13952.318865,2398.5316900000003,51384.720578,13151.83677,4060.896292,0,0,69,21,7902.407663,54404.509253,7916.106842,62320.616095,255756,255756,255756,438916,431604,438916,530,3424,8211,331041,18013.215157,7966,33330,100787,67457,7204,0.9043434597037409,4.184032136580467
