reasoner,repetition,stage,added_category,query_id,category,tier,execution_scope,authority,privacy_class,merge_strategy,source_roles,source_count,duration_ms,node_duration_ms_sum,result_count,ask_result,result_digest,status,censored
rdfs,2,14,audit_temporal,EXT-Q16,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,14.182648,41.855888,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q17,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,26.188704,70.381343,8,,3071bd3ad9cc1daac2632f317152a64e2d9d9e0d189068465ece1f8c3872334f,completed,False
rdfs,2,14,audit_temporal,EXT-Q18,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,25.877426,68.72230400000001,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q19,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,37.335519,106.657174,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q20,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,13.048834,37.451349,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q21,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,23.842963,67.423545,42,,5f5f842f77c77fd4daaf1aeead5ac66f83ba3baa3a0c30af7c9fc75f471e69cc,completed,False
rdfs,2,14,audit_temporal,EXT-Q22,security_identity,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,175.274256,410.475663,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q23,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,26.055055,74.012787,3,,3955e7b96dea26719774b2d2a200be73c38cf84521f9352a6b96ed1af0a71d7a,completed,False
rdfs,2,14,audit_temporal,EXT-Q24,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,105.102833,151.814527,2,,cd35088761eecd0de09641aec13e48dac6725b0576c66fdac20bc8344e94198c,completed,False
rdfs,2,14,audit_temporal,EXT-Q25,data_lifecycle,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,40.574463,113.510712,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q26,security_identity,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,19.393389,54.553262,4,,ed9677a4ca7c5be154c6bd4079af419ee76aada07c071db791cf37bc4bb689a6,completed,False
rdfs,2,14,audit_temporal,EXT-Q27,security_identity,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,44.087889,114.48630299999999,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q28,security_identity,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,19.363783,56.968561,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q29,security_identity,core,cloud,global,internal,single,cloud,1,4.399381,4.399381,1,,5e56d4b1c34d01016304a6e8bc0397a3d6e7898ce43942ff1b6aab07b06810f2,completed,False
rdfs,2,14,audit_temporal,EXT-Q30,security_identity,core,cloud,global,internal,single,cloud,1,2.885491,2.885491,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q31,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,18.201019,53.740041000000005,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q32,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,11.27837,33.131458,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q33,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,21.895815,65.07719399999999,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q34,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,19.282543,56.254654,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q35,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,14.914037,43.331815,6,,1a33296b53f7b3324743a2a47a8a004fc86706c50786683d2f82cff66a07a619,completed,False
rdfs,2,14,audit_temporal,EXT-Q36,context_zones,core,authority_key:http://example.org/smartcity#UserA,data_owner,confidential,single,edge1,1,20.495166,20.495166,1,,b691a10c930fd32c789bb07f0f1fd7d606e3241b1fbe110ce3bb9c0f5b95cd37,completed,False
rdfs,2,14,audit_temporal,EXT-Q37,context_zones,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,60.957388,179.723795,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q38,context_zones,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,34.558525,103.567432,1,,d0d58146bc80e4e03947b8200631e8b89fdb27ee77b2a31daf4bee1a10c44367,completed,False
rdfs,2,14,audit_temporal,EXT-Q39,context_zones,core,authority_key:http://example.org/smartcity#UserA,data_owner,confidential,single,edge1,1,15.14924,15.14924,5,,1ca154c8210da56b45e42825f86a318f53dc0325a456648a0db2cbcced59de18,completed,False
rdfs,2,14,audit_temporal,EXT-Q40,trust,core,fog,regional,internal,single,fog,1,27.92076,27.92076,7,,bf0c515d842915825d9a19cd60da39ab60ee276057ec15c6bc721a30cf019f4b,completed,False
rdfs,2,14,audit_temporal,EXT-Q41,trust,core,fog,regional,internal,single,fog,1,24.031148,24.031148,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q42,trust,core,fog,regional,internal,single,fog,1,19.895611,19.895611,4,,6d978598c8bc381a73a3b0da409563086c3312dad8702314fffaf311ef57f5ba,completed,False
rdfs,2,14,audit_temporal,EXT-Q43,trust,core,fog,regional,internal,single,fog,1,30.850334,30.850334,7,,ee6bef8bdf7244c5df151ffb4f277f2f2877f4cd633f1bea779cdf28ac84b2c5,completed,False
rdfs,2,14,audit_temporal,EXT-Q44,trust,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,28.172,67.188543,10,,106b6808e582efd6a78626f18c7807191e7a08ebe629f87847227d80e6ce6f19,completed,False
rdfs,2,14,audit_temporal,EXT-Q45,trust,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,45.33263,134.68503800000002,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q46,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,38.576481,92.335552,11,,497649f7b7fb5bb312db17c133552fcb5363c177bcdf3a7d4da3f9e09d27ef3a,completed,False
rdfs,2,14,audit_temporal,EXT-Q47,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,37.57624,94.433498,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q48,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,98.346963,159.943187,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q49,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,27.223926,77.349086,8,,61a1a998385e4071933469d06cffd5e2cd092016daefcdce08d2e38a8bf4d078,completed,False
rdfs,2,14,audit_temporal,EXT-Q50,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,33.992296,98.72592900000001,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q51,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,32.163685,79.662399,32,,d96e9e0968e2bb5a55d9ce98a9e9522d5cb6082d083dcb5d8b65c30d87614d48,completed,False
rdfs,2,14,audit_temporal,EXT-Q52,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,30.350333,73.494156,32,,e4cc722951be46789eb75264501a53ba96774192510017491e856efc76f0aa19,completed,False
rdfs,2,14,audit_temporal,EXT-Q53,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,50.870296,145.829003,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q54,decision,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,28.101444,79.415828,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q55,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,20.91324,59.129115999999996,8,,8c3e48566f94616cee569d9b5812ba30ec566c1adc22c2c92d13749c523df534,completed,False
rdfs,2,14,audit_temporal,EXT-Q56,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,49.899982,146.003763,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q57,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,19.289648,56.149041999999994,7,,058d2944c03f01a48917edc20c871d5f86e2b184778cd894bf433e94a8ffca12,completed,False
rdfs,2,14,audit_temporal,EXT-Q58,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,30.605261,89.654613,7,,5a003716962d1299d69dd1de460f6a48eb40b34fbbb1eeb486379f039621a795,completed,False
rdfs,2,14,audit_temporal,EXT-Q59,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,67.625685,144.67101200000002,35,,13174fdc62dcf1fb82964d21f2ae1d433999faabd3565ac32b4f7d156d1f54ee,completed,False
rdfs,2,14,audit_temporal,EXT-Q60,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,27.137945,78.316829,1,,285931564bf116179a45da920fdf958a3347ea1df763213bb7e2afba77c47d16,completed,False
rdfs,2,14,audit_temporal,EXT-Q61,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,8.153926,24.035029,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q62,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,22.869649,66.222251,1,,3dafef0eca79c68f05b79939f40198bc13232639d500d3e9875bc263b0f00d4d,completed,False
rdfs,2,14,audit_temporal,EXT-Q63,delegation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,24.908889,72.645364,1,,d4b4c3785ae985658dfc4a4433dd002e5aec5a2321080af4e85474c06a3404f5,completed,False
rdfs,2,14,audit_temporal,EXT-Q64,delegation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,21.938,62.188098999999994,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q65,delegation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,12.954815,38.05146,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q66,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,25.857852,72.73828900000001,2,,1a9af60cfbb87dd79b68021c3d70e1ee6f230e648f1ad6360ef50fffd374b4df,completed,False
rdfs,2,14,audit_temporal,EXT-Q67,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,39.688797,116.000993,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q68,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,25.803352,74.61316,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q69,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,28.448111,82.269608,2,,8271d93912e320b11a3ca6d70e5061d5132abb26053b022198090871531d61eb,completed,False
rdfs,2,14,audit_temporal,EXT-Q70,audit_temporal,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,112.469592,184.899765,204,,01824916f48e90d6c6df066f2950c4d8a2e2d6f71ba4af556d43e8921ae41930,completed,False
rdfs,2,14,audit_temporal,EXT-Q71,audit_temporal,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,43.9845,114.738395,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q72,audit_temporal,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,31.028426,83.12407,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q73,audit_temporal,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,60.468129,137.580511,107,,a0be3d38803f94985a1581ef5f50551ab43a020cad19eb1aa4d6047027674052,completed,False
rdfs,2,14,audit_temporal,EXT-Q74,audit_temporal,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,94.759055,226.875952,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,14,audit_temporal,EXT-Q78,policy_governance,core,cloud,global,internal,single,cloud,1,12.2984,12.2984,37,,dc49d089c1cfb621b31177ad5794c8ca7638f40689eba56af4f4ea2a38c683f1,completed,False
rdfs,2,14,audit_temporal,EXT-Q79,policy_governance,core,cloud,global,internal,single,cloud,1,10.489293,10.489293,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,15,validation,BASE-Q01,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,27.130944,80.705385,4,,4547c8c0fa291f2f53c5d8a46262367b16b231b6036ba566c847c65bb4c97838,completed,False
rdfs,2,15,validation,BASE-Q02,topology,core,authority_key:http://example.org/smartcity#UserB,data_owner,confidential,single,edge2,1,28.261278,28.261278,10,,39f270deae8081898e377feb8cea90d3bf032b2541ac9610114469b500359cac,completed,False
rdfs,2,15,validation,BASE-Q04,decision,core,authority_key:http://example.org/smartcity#UserB,data_owner,confidential,single,edge2,1,21.865741,21.865741,7,,cc222a87554e870ffae43cba023647670c0589b8ec1b4500dd1d797a399c3bf2,completed,False
rdfs,2,15,validation,BASE-Q06,identity_consent,core,cloud,global,internal,single,cloud,1,5.730221,5.730221,10,,f8aebcef3bdb5c68142d34426190fd6a36c4b31394471c9c7602e6c19e67ff84,completed,False
rdfs,2,15,validation,BASE-Q07,observability,core,fog,regional,internal,single,fog,1,34.429019,34.429019,9,,6ab9f2d67891945d065c17bf6451ab7e68834c15b108b502d30881ce21a41d41,completed,False
rdfs,2,15,validation,BASE-Q08,observability,core,fog,regional,internal,single,fog,1,37.06076,37.06076,2,,6527f1e187dfa51f5dc78e109fe2d9fb47aed82a4ec8f897d1dda6ee6850aa0a,completed,False
rdfs,2,15,validation,BASE-Q10,observability,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,26.684871,78.712588,4,,dc1945b8d3d731da5dda5ae28880ce8a9838cca18304c22607a926bb4d4d94ea,completed,False
rdfs,2,15,validation,BASE-Q12,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,14.130945,41.87437,1,,ddcd6b8cd42f3d2e1f6aa052eeeca5d4423f9db85cdc91915481db3956dfffff,completed,False
rdfs,2,15,validation,BASE-Q13,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,18.480963,54.173097,1,,25e56d4be1969d1d6de5386e2c3ff26456f8069edb7847a9dc7e32a9b09c8948,completed,False
rdfs,2,15,validation,BASE-Q14,delegation,core,authority_key:http://example.org/smartcity#UserA,data_owner,confidential,single,edge1,1,17.196518,17.196518,1,,dcd8c3258e95549dde016df10cf22183c036214d75d30e686ca7ac2fb5ea3271,completed,False
rdfs,2,15,validation,BASE-Q15,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,11.974556,34.812014,1,,7ac55bded7c8d1294bfcac4ddeb28b5921a8083a19185e216bf5d1c0d62bd370,completed,False
rdfs,2,15,validation,BASE-Q16,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,26.674518,75.25388,3,,550eeca87dc96402bbed090f1737eaacfb6b27d2290401797018cbcf303b8147,completed,False
rdfs,2,15,validation,BASE-Q17,context_zones,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,17.465966,49.780724,1,,50b7b5a085e0802a1897953a959e0c9ea4c5f943dc26de55b2219ea7deac4b89,completed,False
rdfs,2,15,validation,BASE-Q18,context_zones,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,10.755019,31.083309,1,,200d4d55bb0d8b9374961d2df3fa99d83d8caf54dc79a7784bb84dd44b081eda,completed,False
rdfs,2,15,validation,BASE-Q19,decision,core,fog,regional,internal,single,fog,1,33.715593,33.715593,4,,369ddb0d361766329bd170670d6c1b3cca80dbb884e84d886eab2a7a9b447b13,completed,False
rdfs,2,15,validation,BASE-Q20,identity_consent,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,23.979796,69.849305,4,,c4008c5d4a19afaa7107e1d07ba73e2440adc716bd8db9d4a9d4f85884e6e6ab,completed,False
rdfs,2,15,validation,BASE-Q21,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,31.858722,84.814737,11,,7fc13e36a90de226eedecbd26ccd453be5ba11798c2c5af4a7d857a15cbb7e1e,completed,False
rdfs,2,15,validation,BASE-Q22,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,24.516093,71.480678,3,,70205401426a8e8adbf4220710b3638c6a47af2e7e7264f0b771b1bcbb070e80,completed,False
rdfs,2,15,validation,BASE-Q23,topology,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,20.346222,58.412876,1,,d521e7e5ef76f48fc1b2a145498f8ab56929b7196438802c95f65952e1ec1850,completed,False
rdfs,2,15,validation,BASE-Q24,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,30.133518,81.248717,5,,0d4871d54d4eadbfa110f9223c2a6b641ea8c65326db34ade1288d5eab5ceb54,completed,False
rdfs,2,15,validation,BASE-Q25,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,13.446167,39.579627,1,,4591a69ecb6837fd65b28a9688ad10f0fb7b8ca54c1a6ac395ef142fc831cfbf,completed,False
rdfs,2,15,validation,BASE-Q26,observability,core,fog,regional,internal,boolean_or,fog,1,5.738518,5.738518,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4,completed,False
rdfs,2,15,validation,BASE-Q27,adaptation,core,authorities,data_owner,confidential,boolean_or,edge1|edge2|edge3,3,8.976889,26.300474,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4,completed,False
rdfs,2,15,validation,BASE-Q28,identity_consent,domain,authorities,data_owner,restricted,boolean_or,edge1|edge2|edge3,3,53.678315,141.501112,0,False,92b91e0dd8f69dcc43f3c56062f944147504cf0d80f20c98005fda34c727fd7e,completed,False
rdfs,2,15,validation,BASE-Q29,topology,core,fog,regional,internal,boolean_or,fog,1,14.158019,14.158019,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4,completed,False
rdfs,2,15,validation,BASE-Q30,federation,core,authorities,data_owner,confidential,boolean_or,edge1|edge2|edge3,3,6.846111,20.299305,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4,completed,False
rdfs,2,15,validation,BASE-Q31,identity_consent,core,cloud,global,internal,single,cloud,1,3.826188,3.826188,3,,8f8af6537cdd2b25ebfbb6f6e08414144fcbc319948609c1afa5eb440e09b376,completed,False
rdfs,2,15,validation,BASE-Q32,decision,core,fog,regional,internal,single,fog,1,16.145389,16.145389,4,,b91031de6b6257d2428b9195175f3c860291b874d6603c50eb4713a1b65b2628,completed,False
rdfs,2,15,validation,BASE-Q33,observability,core,authority_key:http://example.org/smartcity#UserB,data_owner,confidential,single,edge2,1,23.81876,23.81876,6,,132cf832480158fd75f2c60ab529bddf4c7fc3fc61aa2696543511925a74c8c0,completed,False
rdfs,2,15,validation,BASE-Q34,topology,core,fog,regional,internal,single,fog,1,10.691352,10.691352,1,,7c66062f36ae31e8068455da76c0bb4f918e7f6b8ecee7cd8a7946f3b6047884,completed,False
rdfs,2,15,validation,BASE-Q35,delegation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,57.687389,115.65835100000001,180,,496f817f7c8ccec2b677b93877c2e54259f1052bee3fa9bbc330cf1af1a46630,completed,False
rdfs,2,15,validation,EXT-Q01,semantic_schema,core,cloud,global,internal,single,cloud,1,14.253567,14.253567,6,,66d5edbbdc2282624ffec271a4a523a20fdc7331b886d2884edf86a885532bcc,completed,False
rdfs,2,15,validation,EXT-Q02,semantic_schema,core,cloud,global,internal,single,cloud,1,4.81217,4.81217,3,,81bea9a8c2d4cf1237d7fb131249cc18ec4ca629eeabaadbd5f0b9b58d3e3333,completed,False
rdfs,2,15,validation,EXT-Q03,policy_governance,core,cloud,global,internal,single,cloud,1,20.308054,20.308054,79,,d73ae3d5ddfcd345147bae778101c21ab13194fca3fa92ad08259d39931b66d5,completed,False
rdfs,2,15,validation,EXT-Q04,policy_governance,core,cloud,global,internal,single,cloud,1,14.229345,14.229345,55,,fced7e97d29b215a8321753998b7519dc1825dacc4af090c67ffc54bee4479bc,completed,False
rdfs,2,15,validation,EXT-Q05,semantic_schema,core,cloud,global,internal,single,cloud,1,17.04939,17.04939,17,,e0fc9190703b6a7b2695ddc448f5c7e54c4feeff2545477c3194ebfd8ccb1f0c,completed,False
rdfs,2,15,validation,EXT-Q06,semantic_schema,core,cloud,global,internal,single,cloud,1,3.776481,3.776481,12,,1377568d225cfb45a1899c2ea951adf7ebda5ada4e188dbf5f114110484fa3ae,completed,False
rdfs,2,15,validation,EXT-Q07,policy_governance,core,cloud,global,internal,single,cloud,1,9.089715,9.089715,67,,c3cf27e703656fdaa8295f23b31076c1afcb14a5022b1b47538e2961fe033646,completed,False
rdfs,2,15,validation,EXT-Q08,policy_governance,core,cloud,global,internal,single,cloud,1,68.214249,68.214249,1089,,cb9e0103c9327f1c4691ec9d7612deebd04c0e73140f23e2a6209bb8af1efc51,completed,False
rdfs,2,15,validation,EXT-Q09,policy_governance,core,cloud,global,internal,single,cloud,1,15.292504,15.292504,6,,68de07660e010156bf3f3ea01000180657c8e8fc155ac9a053c3a64dbc538102,completed,False
rdfs,2,15,validation,EXT-Q10,policy_governance,core,cloud,global,internal,single,cloud,1,39.269483,39.269483,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,15,validation,EXT-Q11,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,30.487666,82.849309,25,,23f4b2a531ad883148c9739c8c2583fe187e8256da687e5716b24342adb67faf,completed,False
rdfs,2,15,validation,EXT-Q12,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,28.059444,75.90319600000001,28,,837c2e167c0cb85bd477402b871aa342cbee3bf4396d23617d8d1b8ef6ee97e3,completed,False
rdfs,2,15,validation,EXT-Q13,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,21.711,62.55047,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,15,validation,EXT-Q14,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,21.868148,62.577284000000006,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,15,validation,EXT-Q15,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,44.716648,129.980535,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,15,validation,EXT-Q16,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,14.509166,43.037203000000005,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,15,validation,EXT-Q17,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,25.679852,69.908823,8,,3071bd3ad9cc1daac2632f317152a64e2d9d9e0d189068465ece1f8c3872334f,completed,False
rdfs,2,15,validation,EXT-Q18,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,25.663241,68.408879,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,15,validation,EXT-Q19,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,37.564944,106.404061,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,15,validation,EXT-Q20,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,13.010352,37.549497,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,15,validation,EXT-Q21,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,23.268148,66.832009,42,,5f5f842f77c77fd4daaf1aeead5ac66f83ba3baa3a0c30af7c9fc75f471e69cc,completed,False
rdfs,2,15,validation,EXT-Q22,security_identity,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,192.594592,557.691127,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
rdfs,2,15,validation,EXT-Q23,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,25.497055,72.260084,3,,3955e7b96dea26719774b2d2a200be73c38cf84521f9352a6b96ed1af0a71d7a,completed,False
rdfs,2,15,validation,EXT-Q24,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,24.153092,68.571231,2,,cd35088761eecd0de09641aec13e48dac6725b0576c66fdac20bc8344e94198c,completed,False
rdfs,2,15,validation,EXT-Q25,data_lifecycle,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,38.945611,114.14925199999999,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False
