reasoner,repetition,synthetic_users,synthetic_triples,query_id,category,tier,execution_scope,authority,privacy_class,merge_strategy,source_roles,source_count,duration_ms,node_duration_ms_sum,result_count,ask_result,result_digest,status,censored,failed_phase,timeout_seconds,error
rdfs_owlrl,2,10,721,EXT-Q64,delegation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,21.607407,61.867746999999994,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,10,721,EXT-Q65,delegation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,12.800371,38.181775,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,10,721,EXT-Q66,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,25.899037,73.30188100000001,2,,1a9af60cfbb87dd79b68021c3d70e1ee6f230e648f1ad6360ef50fffd374b4df,completed,False,,,
rdfs_owlrl,2,10,721,EXT-Q67,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,39.381667,115.439177,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,10,721,EXT-Q68,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,25.995814,74.720863,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,10,721,EXT-Q69,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,31.85024,88.238274,2,,8271d93912e320b11a3ca6d70e5061d5132abb26053b022198090871531d61eb,completed,False,,,
rdfs_owlrl,2,10,721,EXT-Q70,audit_temporal,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,110.800167,182.008489,204,,01824916f48e90d6c6df066f2950c4d8a2e2d6f71ba4af556d43e8921ae41930,completed,False,,,
rdfs_owlrl,2,10,721,EXT-Q71,audit_temporal,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,41.814055,110.277839,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,10,721,EXT-Q72,audit_temporal,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,29.648667,81.465403,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,10,721,EXT-Q73,audit_temporal,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,99.008315,225.537449,200,,46d1ef95936a63e101a14f7b06eb1eba304a1f4094308a8f63c177807c777af5,completed,False,,,
rdfs_owlrl,2,10,721,EXT-Q74,audit_temporal,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,147.997148,349.308051,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,10,721,EXT-Q75,validation,core,cloud,global,internal,single,cloud,1,17.700398,17.700398,74,,8dd432df42d733f2411b2aebc51682848ddadc97425c41088f0a99090f77f1c0,completed,False,,,
rdfs_owlrl,2,10,721,EXT-Q76,validation,core,cloud,global,internal,single,cloud,1,7.18578,7.18578,9,,50bf3d3f7f446e045722279f6d243ecc804cd2cf73b381d9c89f530b567855ea,completed,False,,,
rdfs_owlrl,2,10,721,EXT-Q77,validation,core,cloud,global,internal,single,cloud,1,8.97686,8.97686,6,,ba52fb52449a77784e328f0aaa19807ddd9156c7457ea722a8af2f2082dce9ad,completed,False,,,
rdfs_owlrl,2,10,721,EXT-Q78,policy_governance,core,cloud,global,internal,single,cloud,1,12.896385,12.896385,37,,dc49d089c1cfb621b31177ad5794c8ca7638f40689eba56af4f4ea2a38c683f1,completed,False,,,
rdfs_owlrl,2,10,721,EXT-Q79,policy_governance,core,cloud,global,internal,single,cloud,1,9.883578,9.883578,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,2,10,721,EXT-Q80,validation,core,cloud,global,internal,single,cloud,1,32.159375,32.159375,13,,7b81a06628b0ed47983abd578c902f47906271bc5a38f63144daa74510daf865,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q01,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,30.316908,88.408001,14,,0c349a47410857bdf39d17fddeb9f2fb1f83945b742ce73aa8d2de39c6956b96,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q02,topology,core,authority_key:http://example.org/smartcity#UserB,data_owner,confidential,single,edge2,1,22.469185,22.469185,11,,363f868a57a5e5f601b8d524b05460273fbf45427eb805af595f694133371b51,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q03,wellbeing,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,20.940593,59.487913,14,,78a62a2fe8a260fee54aa4c92c727ab64a08c27c3ecf06604d077c9bc1bea0c7,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q04,decision,core,authority_key:http://example.org/smartcity#UserB,data_owner,confidential,single,edge2,1,21.985037,21.985037,7,,cc222a87554e870ffae43cba023647670c0589b8ec1b4500dd1d797a399c3bf2,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q05,wellbeing,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,20.552407,57.141076999999996,5,,4b096b851fd9e6935d2e2e6c7bd57464c473db58008af4b34e60338033a84d23,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q06,identity_consent,core,cloud,global,internal,single,cloud,1,7.59294,7.59294,10,,f8aebcef3bdb5c68142d34426190fd6a36c4b31394471c9c7602e6c19e67ff84,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q07,observability,core,fog,regional,internal,single,fog,1,34.156537,34.156537,8,,ca2b51bfcca172872762ed97ca97be2a1dcd2b9c7281006f9eb3bccef56ed28e,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q08,observability,core,fog,regional,internal,single,fog,1,37.34724,37.34724,2,,6527f1e187dfa51f5dc78e109fe2d9fb47aed82a4ec8f897d1dda6ee6850aa0a,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q09,wellbeing,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,24.997037,70.898547,16,,7654d5623046770904ca4d90b9b66be759205e42c085d06fa9af092a1677a5fb,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q10,observability,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,29.704889,86.071646,14,,ebfceaa48c74f82d223484d33010433799771f8412f64624d32eeb638d1d53b7,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q11,wellbeing,core,authority_key:http://example.org/smartcity#UserA,data_owner,confidential,single,edge1,1,14.362944,14.362944,1,,941d461ce01f2fa52ba95291e46e52524d75bd44e2b938eab7e81404936a8b7c,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q12,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,14.478537,42.36139,1,,ddcd6b8cd42f3d2e1f6aa052eeeca5d4423f9db85cdc91915481db3956dfffff,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q13,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,18.699,53.684225,1,,25e56d4be1969d1d6de5386e2c3ff26456f8069edb7847a9dc7e32a9b09c8948,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q14,delegation,core,authority_key:http://example.org/smartcity#UserA,data_owner,confidential,single,edge1,1,16.833926,16.833926,1,,dcd8c3258e95549dde016df10cf22183c036214d75d30e686ca7ac2fb5ea3271,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q15,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,14.665241,38.066868,1,,7ac55bded7c8d1294bfcac4ddeb28b5921a8083a19185e216bf5d1c0d62bd370,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q16,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,26.388685,75.335252,3,,550eeca87dc96402bbed090f1737eaacfb6b27d2290401797018cbcf303b8147,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q17,context_zones,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,17.102596,51.005725999999996,1,,50b7b5a085e0802a1897953a959e0c9ea4c5f943dc26de55b2219ea7deac4b89,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q18,context_zones,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,10.320926,30.102938,1,,200d4d55bb0d8b9374961d2df3fa99d83d8caf54dc79a7784bb84dd44b081eda,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q19,decision,core,fog,regional,internal,single,fog,1,34.659351,34.659351,5,,14ff5f393f619913b6627f132ac802eb3d0b2560e5619a0d995e34dac1f39b45,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q20,identity_consent,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,26.389574,75.261568,14,,aec9decbbbba2e3cd769dad408cb52c99918afe22ae8b88c47458f4f8eb80777,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q21,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,31.361037,84.074626,11,,7fc13e36a90de226eedecbd26ccd453be5ba11798c2c5af4a7d857a15cbb7e1e,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q22,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,25.423717,73.598791,3,,70205401426a8e8adbf4220710b3638c6a47af2e7e7264f0b771b1bcbb070e80,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q23,topology,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,22.328148,65.076639,11,,ab28b001dc7dad484970573565561e81101f03147af46054afb9531199409a97,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q24,federation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,29.149444,80.727716,5,,0d4871d54d4eadbfa110f9223c2a6b641ea8c65326db34ade1288d5eab5ceb54,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q25,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,13.668017,40.245683,1,,4591a69ecb6837fd65b28a9688ad10f0fb7b8ca54c1a6ac395ef142fc831cfbf,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q26,observability,core,fog,regional,internal,boolean_or,fog,1,5.791074,5.791074,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q27,adaptation,core,authorities,data_owner,confidential,boolean_or,edge1|edge2|edge3,3,8.410463,25.113733,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q28,identity_consent,domain,authorities,data_owner,restricted,boolean_or,edge1|edge2|edge3,3,66.721352,154.602202,0,False,92b91e0dd8f69dcc43f3c56062f944147504cf0d80f20c98005fda34c727fd7e,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q29,topology,core,fog,regional,internal,boolean_or,fog,1,14.076371,14.076371,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q30,federation,core,authorities,data_owner,confidential,boolean_or,edge1|edge2|edge3,3,6.654297,19.852805,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q31,identity_consent,core,cloud,global,internal,single,cloud,1,3.939575,3.939575,3,,65c3b5d67f22eaac6f974d9923765d1fafcd5514a94da5e0a872b73d08547028,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q32,decision,core,fog,regional,internal,single,fog,1,16.2385,16.2385,4,,b91031de6b6257d2428b9195175f3c860291b874d6603c50eb4713a1b65b2628,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q33,observability,core,authority_key:http://example.org/smartcity#UserB,data_owner,confidential,single,edge2,1,23.504463,23.504463,6,,590b19873c6fa442afdadbc8ed5ebb9588a33006923bfed39c1b6215b8f0bb25,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q34,topology,core,fog,regional,internal,single,fog,1,148.769444,148.769444,1,,7c66062f36ae31e8068455da76c0bb4f918e7f6b8ecee7cd8a7946f3b6047884,completed,False,,,
rdfs_owlrl,3,10,721,BASE-Q35,delegation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,62.435185,121.792203,223,,3ba95108702ca49a42a1e72048de1f35e44f82ca800d0df0555dfd01224572cd,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q01,semantic_schema,core,cloud,global,internal,single,cloud,1,9.539863,9.539863,6,,66d5edbbdc2282624ffec271a4a523a20fdc7331b886d2884edf86a885532bcc,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q02,semantic_schema,core,cloud,global,internal,single,cloud,1,4.972713,4.972713,3,,81bea9a8c2d4cf1237d7fb131249cc18ec4ca629eeabaadbd5f0b9b58d3e3333,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q03,policy_governance,core,cloud,global,internal,single,cloud,1,15.57071,15.57071,79,,d73ae3d5ddfcd345147bae778101c21ab13194fca3fa92ad08259d39931b66d5,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q04,policy_governance,core,cloud,global,internal,single,cloud,1,13.761216,13.761216,55,,fced7e97d29b215a8321753998b7519dc1825dacc4af090c67ffc54bee4479bc,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q05,semantic_schema,core,cloud,global,internal,single,cloud,1,17.059113,17.059113,17,,e0fc9190703b6a7b2695ddc448f5c7e54c4feeff2545477c3194ebfd8ccb1f0c,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q06,semantic_schema,core,cloud,global,internal,single,cloud,1,19.870226,19.870226,12,,1377568d225cfb45a1899c2ea951adf7ebda5ada4e188dbf5f114110484fa3ae,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q07,policy_governance,core,cloud,global,internal,single,cloud,1,9.256114,9.256114,67,,c3cf27e703656fdaa8295f23b31076c1afcb14a5022b1b47538e2961fe033646,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q08,policy_governance,core,cloud,global,internal,single,cloud,1,55.553656,55.553656,1089,,cb9e0103c9327f1c4691ec9d7612deebd04c0e73140f23e2a6209bb8af1efc51,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q09,policy_governance,core,cloud,global,internal,single,cloud,1,41.519971,41.519971,6,,68de07660e010156bf3f3ea01000180657c8e8fc155ac9a053c3a64dbc538102,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q10,policy_governance,core,cloud,global,internal,single,cloud,1,39.512981,39.512981,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q11,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,28.484037,82.913606,35,,92ba472a78003ed0a569eac39f1122f2dd582fd6da2e027e514546b71b97a3e7,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q12,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,29.092241,79.29694,38,,177758d5d94ea32b7ef3bef302cf0588e67db1b529a5f4930c73d92b17535bc9,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q13,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,23.883629,68.488676,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q14,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,24.372185,69.024917,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q15,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,48.104704,136.946927,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q16,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,18.334148,48.173777,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q17,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,26.33174,70.211489,8,,3071bd3ad9cc1daac2632f317152a64e2d9d9e0d189068465ece1f8c3872334f,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q18,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,28.936611,76.575567,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q19,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,39.198796,110.846803,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q20,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,13.020611,38.054238,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q21,identity_consent,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,26.513056,73.736308,69,,e470cf117e15674f2b501e1b85b0e980f2f2238a5932233d053101e7748e48c4,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q22,security_identity,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,363.836,967.5536870000001,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q23,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,26.220111,75.490421,3,,3955e7b96dea26719774b2d2a200be73c38cf84521f9352a6b96ed1af0a71d7a,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q24,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,26.947704,76.587494,12,,a295d0d25f3946521e2044b9c67ada29717febdd873813974fee510e3f4ff52a,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q25,data_lifecycle,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,43.502167,123.396309,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q26,security_identity,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,20.547852,58.655559999999994,14,,301d58db8e53bb19d51a1e9254a246aa00955e4c875a0168453a6d7b25c95df7,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q27,security_identity,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,49.031593,121.93928600000001,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q28,security_identity,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,19.011166,56.877505,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q29,security_identity,core,cloud,global,internal,single,cloud,1,3.884466,3.884466,1,,5e56d4b1c34d01016304a6e8bc0397a3d6e7898ce43942ff1b6aab07b06810f2,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q30,security_identity,core,cloud,global,internal,single,cloud,1,2.551219,2.551219,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q31,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,19.359907,55.342502999999994,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q32,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,11.63407,33.623866,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q33,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,167.981722,211.056952,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q34,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,18.94,55.322744,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q35,data_lifecycle,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,16.439963,45.451721,16,,370fabce35bac59c55a67a27d2a800e45de2de8bb73a2ba8a556f0be10f29306,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q36,context_zones,core,authority_key:http://example.org/smartcity#UserA,data_owner,confidential,single,edge1,1,20.927926,20.927926,1,,b691a10c930fd32c789bb07f0f1fd7d606e3241b1fbe110ce3bb9c0f5b95cd37,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q37,context_zones,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,60.999277,179.66325899999998,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q38,context_zones,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,35.132044,104.300747,1,,d0d58146bc80e4e03947b8200631e8b89fdb27ee77b2a31daf4bee1a10c44367,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q39,context_zones,core,authority_key:http://example.org/smartcity#UserA,data_owner,confidential,single,edge1,1,15.064166,15.064166,5,,1ca154c8210da56b45e42825f86a318f53dc0325a456648a0db2cbcced59de18,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q40,trust,core,fog,regional,internal,single,fog,1,28.374481,28.374481,8,,668e8d3da023436e0b3b53c5f12489c55929c5346903d5c0b7b1b992f823f8df,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q41,trust,core,fog,regional,internal,single,fog,1,24.652481,24.652481,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q42,trust,core,fog,regional,internal,single,fog,1,19.996018,19.996018,5,,a936f8276a646c3f47213c62eb605f825d8fee770920c38f095ae922a5febc96,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q43,trust,core,fog,regional,internal,single,fog,1,31.129704,31.129704,8,,b194843fbc8955399d428ae6e4e9bb4101fe20226aa76f0f1491397c8ce797c2,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q44,trust,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,24.691074,67.254913,10,,106b6808e582efd6a78626f18c7807191e7a08ebe629f87847227d80e6ce6f19,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q45,trust,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,46.13176,137.387706,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q46,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,32.770777,86.21438500000001,11,,497649f7b7fb5bb312db17c133552fcb5363c177bcdf3a7d4da3f9e09d27ef3a,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q47,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,37.840092,94.643294,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q48,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,32.665444,93.852982,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q49,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,28.084685,77.796216,8,,61a1a998385e4071933469d06cffd5e2cd092016daefcdce08d2e38a8bf4d078,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q50,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,33.001389,98.890559,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q51,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,31.724685,79.360438,32,,d96e9e0968e2bb5a55d9ce98a9e9522d5cb6082d083dcb5d8b65c30d87614d48,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q52,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,29.816074,73.305933,32,,e4cc722951be46789eb75264501a53ba96774192510017491e856efc76f0aa19,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q53,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,50.569703,145.454966,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q54,decision,domain,authorities,data_owner,restricted,set_union,edge1|edge2|edge3,3,29.223037,81.31594100000001,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q55,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,21.155963,60.26319,8,,8c3e48566f94616cee569d9b5812ba30ec566c1adc22c2c92d13749c523df534,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q56,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,51.31887,147.66678199999998,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q57,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,18.952505,56.186949,7,,058d2944c03f01a48917edc20c871d5f86e2b184778cd894bf433e94a8ffca12,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q58,decision,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,30.164833,88.61322,7,,5a003716962d1299d69dd1de460f6a48eb40b34fbbb1eeb486379f039621a795,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q59,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,73.591778,150.550419,46,,6d76048920e8bb121bc7b88947a49ba8133cedadb9c2c7dcfa1f864eb8cdb281,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q60,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,26.463333,77.479124,1,,285931564bf116179a45da920fdf958a3347ea1df763213bb7e2afba77c47d16,completed,False,,,
rdfs_owlrl,3,10,721,EXT-Q61,adaptation,core,authorities,data_owner,confidential,set_union,edge1|edge2|edge3,3,8.241426,23.906898,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,completed,False,,,
