suite,reasoner,repetition,synthetic_users,synthetic_triples,calibration_reused,endpoint,role,tier_name,status,censored,reasoning_ms,generation_ms,prepare_transport_attempts,calibration_query_ms,calibration_transport_attempts,predicted_query_ms,measured_query_ms,query_count,query_transport_attempts,query_id,category,tier,duration_ms,result_count,ask_result,result_digest,failed_phase,timeout_seconds,error
scalability,owlrl,2,500,35105,True,http://10.151.73.34:8391,edge1,edge,completed,False,40866.598901,1286.966703,1,2062.3487410000002,1,1453.4742980000005,12799.092675,17,1,,,,,,,,,,
scalability,owlrl,2,500,35105,True,http://10.151.73.143:8391,edge2,edge,completed,False,39791.310828,1738.132074,1,2315.758945,1,1458.6633710000003,2060.76672,16,1,,,,,,,,,,
scalability,owlrl,2,500,35105,True,http://10.151.73.173:8391,edge3,edge,completed,False,40607.02734,1302.253851,1,2035.7646409999998,1,1459.823938,7404.528371,16,1,,,,,,,,,,
scalability,owlrl,3,500,35105,True,http://127.0.0.1:8391,cloud,cloud,completed,False,9019.783679,147.340808,1,421.11764600000004,1,1465.3823139999993,3309.418387,50,1,,,,,,,,,,
scalability,owlrl,3,500,35105,True,http://10.151.73.241:8391,fog,fog,completed,False,40504.397032,1446.065629,1,2015.6538339999997,1,1453.8606690000001,1539.0981470000002,16,1,,,,,,,,,,
scalability,owlrl,3,500,35105,True,http://10.151.73.34:8391,edge1,edge,completed,False,41016.240235,880.485758,1,2062.3487410000002,1,1453.4742980000005,12699.856789,17,1,,,,,,,,,,
scalability,owlrl,3,500,35105,True,http://10.151.73.143:8391,edge2,edge,completed,False,39771.780921,933.153648,1,2315.758945,1,1458.6633710000003,2054.019925,16,1,,,,,,,,,,
scalability,owlrl,3,500,35105,True,http://10.151.73.173:8391,edge3,edge,completed,False,41160.162365,867.10764,1,2035.7646409999998,1,1459.823938,6852.253680000001,16,1,,,,,,,,,,
,rdfs_owlrl,1,500,,False,,,,timeout,True,,,,,,,,,,__phase__,,,,,,,calibration-prepare,60.0,"RuntimeError: Distributed phase 'prepare' failed on role=edge1 endpoint=http://10.151.73.34:8391 after 58068.58 ms: HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 58.0s"", ""timeout"": true}"
,rdfs_owlrl,2,500,,False,,,,skipped_after_timeout,True,,,,,,,,,,__phase__,,,,,,,early-stop,90.0,"RuntimeError: Distributed phase 'prepare' failed on role=edge1 endpoint=http://10.151.73.34:8391 after 58068.58 ms: HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 58.0s"", ""timeout"": true}"
,rdfs_owlrl,3,500,,False,,,,skipped_after_timeout,True,,,,,,,,,,__phase__,,,,,,,early-stop,90.0,"RuntimeError: Distributed phase 'prepare' failed on role=edge1 endpoint=http://10.151.73.34:8391 after 58068.58 ms: HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 58.0s"", ""timeout"": true}"
scalability,rdfs,1,1000,70210,True,http://127.0.0.1:8391,cloud,cloud,completed,False,4549.612095,679.247476,1,1029.846211,1,2679.6299799999997,19068.078397999998,49,1,,,,,,,,,,
