reasoner,repetition,stage,added_category,calibration_reused,endpoint,role,tier_name,status,censored,query_id,category,tier,duration_ms,result_count,ask_result,result_digest
rdfs,1,1,topology,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q02,topology,core,5.042434,10,,39f270deae8081898e377feb8cea90d3bf032b2541ac9610114469b500359cac
rdfs,1,1,topology,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q23,topology,core,4.11197,1,,d521e7e5ef76f48fc1b2a145498f8ab56929b7196438802c95f65952e1ec1850
rdfs,1,1,topology,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q29,topology,core,2.786867,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
rdfs,1,1,topology,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q34,topology,core,2.254536,1,,7c66062f36ae31e8068455da76c0bb4f918e7f6b8ecee7cd8a7946f3b6047884
rdfs,1,2,semantic_schema,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q01,semantic_schema,core,14.245685,6,,66d5edbbdc2282624ffec271a4a523a20fdc7331b886d2884edf86a885532bcc
rdfs,1,2,semantic_schema,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q02,semantic_schema,core,4.188352,3,,81bea9a8c2d4cf1237d7fb131249cc18ec4ca629eeabaadbd5f0b9b58d3e3333
rdfs,1,2,semantic_schema,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q05,semantic_schema,core,18.304155,17,,e0fc9190703b6a7b2695ddc448f5c7e54c4feeff2545477c3194ebfd8ccb1f0c
rdfs,1,2,semantic_schema,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q06,semantic_schema,core,7.270692,12,,1377568d225cfb45a1899c2ea951adf7ebda5ada4e188dbf5f114110484fa3ae
rdfs,1,2,semantic_schema,True,http://10.151.73.241:8391,fog,fog,completed,False,BASE-Q29,topology,core,15.821963,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
rdfs,1,2,semantic_schema,True,http://10.151.73.34:8391,edge1,edge,completed,False,BASE-Q23,topology,core,20.080648,1,,d521e7e5ef76f48fc1b2a145498f8ab56929b7196438802c95f65952e1ec1850
rdfs,1,2,semantic_schema,True,http://10.151.73.143:8391,edge2,edge,completed,False,BASE-Q34,topology,core,11.257945,1,,7c66062f36ae31e8068455da76c0bb4f918e7f6b8ecee7cd8a7946f3b6047884
rdfs,1,2,semantic_schema,True,http://10.151.73.173:8391,edge3,edge,completed,False,BASE-Q02,topology,core,20.7186,10,,39f270deae8081898e377feb8cea90d3bf032b2541ac9610114469b500359cac
rdfs,1,3,observability,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q07,observability,core,9.713777,9,,6ab9f2d67891945d065c17bf6451ab7e68834c15b108b502d30881ce21a41d41
rdfs,1,3,observability,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q10,observability,domain,11.049623,4,,dc1945b8d3d731da5dda5ae28880ce8a9838cca18304c22607a926bb4d4d94ea
rdfs,1,3,observability,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q06,semantic_schema,core,3.679446,12,,1377568d225cfb45a1899c2ea951adf7ebda5ada4e188dbf5f114110484fa3ae
rdfs,1,3,observability,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q23,topology,core,5.014037,1,,d521e7e5ef76f48fc1b2a145498f8ab56929b7196438802c95f65952e1ec1850
rdfs,1,3,observability,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q08,observability,core,11.273242,2,,6527f1e187dfa51f5dc78e109fe2d9fb47aed82a4ec8f897d1dda6ee6850aa0a
rdfs,1,3,observability,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q26,observability,core,142.2272,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
rdfs,1,3,observability,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q02,topology,core,4.452987,10,,39f270deae8081898e377feb8cea90d3bf032b2541ac9610114469b500359cac
rdfs,1,3,observability,True,http://10.151.73.241:8391,fog,fog,completed,False,EXT-Q01,semantic_schema,core,28.658555,6,,66d5edbbdc2282624ffec271a4a523a20fdc7331b886d2884edf86a885532bcc
rdfs,1,3,observability,True,http://10.151.73.34:8391,edge1,edge,completed,False,EXT-Q02,semantic_schema,core,21.652648,3,,81bea9a8c2d4cf1237d7fb131249cc18ec4ca629eeabaadbd5f0b9b58d3e3333
rdfs,1,3,observability,True,http://10.151.73.34:8391,edge1,edge,completed,False,BASE-Q34,topology,core,11.854426,1,,7c66062f36ae31e8068455da76c0bb4f918e7f6b8ecee7cd8a7946f3b6047884
rdfs,1,3,observability,True,http://10.151.73.143:8391,edge2,edge,completed,False,BASE-Q33,observability,core,24.223759,6,,132cf832480158fd75f2c60ab529bddf4c7fc3fc61aa2696543511925a74c8c0
rdfs,1,3,observability,True,http://10.151.73.173:8391,edge3,edge,completed,False,EXT-Q05,semantic_schema,core,64.34771,17,,e0fc9190703b6a7b2695ddc448f5c7e54c4feeff2545477c3194ebfd8ccb1f0c
rdfs,1,3,observability,True,http://10.151.73.173:8391,edge3,edge,completed,False,BASE-Q29,topology,core,14.640036,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q07,observability,core,7.899663,9,,6ab9f2d67891945d065c17bf6451ab7e68834c15b108b502d30881ce21a41d41
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q01,identity_consent,core,5.636079,4,,4547c8c0fa291f2f53c5d8a46262367b16b231b6036ba566c847c65bb4c97838
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q13,identity_consent,core,4.965454,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q02,topology,core,4.382731,10,,39f270deae8081898e377feb8cea90d3bf032b2541ac9610114469b500359cac
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q08,observability,core,8.091988,2,,6527f1e187dfa51f5dc78e109fe2d9fb47aed82a4ec8f897d1dda6ee6850aa0a
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q06,identity_consent,core,3.415728,10,,f8aebcef3bdb5c68142d34426190fd6a36c4b31394471c9c7602e6c19e67ff84
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q14,identity_consent,core,4.858001,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q34,topology,core,2.254986,1,,7c66062f36ae31e8068455da76c0bb4f918e7f6b8ecee7cd8a7946f3b6047884
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q10,observability,domain,6.108553,4,,dc1945b8d3d731da5dda5ae28880ce8a9838cca18304c22607a926bb4d4d94ea
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q15,identity_consent,core,2.64537,1,,7ac55bded7c8d1294bfcac4ddeb28b5921a8083a19185e216bf5d1c0d62bd370
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q17,identity_consent,core,6.205203,8,,3071bd3ad9cc1daac2632f317152a64e2d9d9e0d189068465ece1f8c3872334f
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q26,observability,core,1.843141,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q11,identity_consent,core,7.069749,25,,23f4b2a531ad883148c9739c8c2583fe187e8256da687e5716b24342adb67faf
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q20,identity_consent,core,2.913784,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q06,semantic_schema,core,3.718306,12,,1377568d225cfb45a1899c2ea951adf7ebda5ada4e188dbf5f114110484fa3ae
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q12,identity_consent,core,33.944336,28,,837c2e167c0cb85bd477402b871aa342cbee3bf4396d23617d8d1b8ef6ee97e3
rdfs,1,4,identity_consent,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q21,identity_consent,core,5.115291,42,,5f5f842f77c77fd4daaf1aeead5ac66f83ba3baa3a0c30af7c9fc75f471e69cc
rdfs,1,4,identity_consent,True,http://10.151.73.241:8391,fog,fog,completed,False,EXT-Q01,semantic_schema,core,28.968574,6,,66d5edbbdc2282624ffec271a4a523a20fdc7331b886d2884edf86a885532bcc
rdfs,1,4,identity_consent,True,http://10.151.73.241:8391,fog,fog,completed,False,BASE-Q28,identity_consent,domain,53.758907,0,False,92b91e0dd8f69dcc43f3c56062f944147504cf0d80f20c98005fda34c727fd7e
rdfs,1,4,identity_consent,True,http://10.151.73.241:8391,fog,fog,completed,False,EXT-Q19,identity_consent,core,37.370685,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,4,identity_consent,True,http://10.151.73.34:8391,edge1,edge,completed,False,EXT-Q02,semantic_schema,core,32.6295,3,,81bea9a8c2d4cf1237d7fb131249cc18ec4ca629eeabaadbd5f0b9b58d3e3333
rdfs,1,4,identity_consent,True,http://10.151.73.34:8391,edge1,edge,completed,False,BASE-Q25,identity_consent,core,21.478981,1,,4591a69ecb6837fd65b28a9688ad10f0fb7b8ca54c1a6ac395ef142fc831cfbf
rdfs,1,4,identity_consent,True,http://10.151.73.34:8391,edge1,edge,completed,False,EXT-Q16,identity_consent,core,22.984444,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,4,identity_consent,True,http://10.151.73.34:8391,edge1,edge,completed,False,BASE-Q29,topology,core,23.18974,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
rdfs,1,4,identity_consent,True,http://10.151.73.143:8391,edge2,edge,completed,False,BASE-Q33,observability,core,23.185463,6,,132cf832480158fd75f2c60ab529bddf4c7fc3fc61aa2696543511925a74c8c0
rdfs,1,4,identity_consent,True,http://10.151.73.143:8391,edge2,edge,completed,False,BASE-Q31,identity_consent,core,15.937408,3,,8f8af6537cdd2b25ebfbb6f6e08414144fcbc319948609c1afa5eb440e09b376
rdfs,1,4,identity_consent,True,http://10.151.73.143:8391,edge2,edge,completed,False,EXT-Q18,identity_consent,core,27.536981,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,4,identity_consent,True,http://10.151.73.173:8391,edge3,edge,completed,False,EXT-Q05,semantic_schema,core,63.810746,17,,e0fc9190703b6a7b2695ddc448f5c7e54c4feeff2545477c3194ebfd8ccb1f0c
rdfs,1,4,identity_consent,True,http://10.151.73.173:8391,edge3,edge,completed,False,BASE-Q20,identity_consent,domain,24.679568,4,,c4008c5d4a19afaa7107e1d07ba73e2440adc716bd8db9d4a9d4f85884e6e6ab
rdfs,1,4,identity_consent,True,http://10.151.73.173:8391,edge3,edge,completed,False,EXT-Q15,identity_consent,core,45.653575,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,4,identity_consent,True,http://10.151.73.173:8391,edge3,edge,completed,False,BASE-Q23,topology,core,19.836192,1,,d521e7e5ef76f48fc1b2a145498f8ab56929b7196438802c95f65952e1ec1850
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q07,observability,core,8.373672,9,,6ab9f2d67891945d065c17bf6451ab7e68834c15b108b502d30881ce21a41d41
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q06,identity_consent,core,3.499196,10,,f8aebcef3bdb5c68142d34426190fd6a36c4b31394471c9c7602e6c19e67ff84
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q17,identity_consent,core,6.760317,8,,3071bd3ad9cc1daac2632f317152a64e2d9d9e0d189068465ece1f8c3872334f
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q35,data_lifecycle,core,8.745615,6,,1a33296b53f7b3324743a2a47a8a004fc86706c50786683d2f82cff66a07a619
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q08,observability,core,9.062517,2,,6527f1e187dfa51f5dc78e109fe2d9fb47aed82a4ec8f897d1dda6ee6850aa0a
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q15,identity_consent,core,3.233237,1,,7ac55bded7c8d1294bfcac4ddeb28b5921a8083a19185e216bf5d1c0d62bd370
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q20,identity_consent,core,4.029499,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q02,topology,core,15.599936,10,,39f270deae8081898e377feb8cea90d3bf032b2541ac9610114469b500359cac
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q10,observability,domain,6.444647,4,,dc1945b8d3d731da5dda5ae28880ce8a9838cca18304c22607a926bb4d4d94ea
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q11,identity_consent,core,6.966101,25,,23f4b2a531ad883148c9739c8c2583fe187e8256da687e5716b24342adb67faf
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q21,identity_consent,core,5.264472,42,,5f5f842f77c77fd4daaf1aeead5ac66f83ba3baa3a0c30af7c9fc75f471e69cc
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q23,topology,core,4.134075,1,,d521e7e5ef76f48fc1b2a145498f8ab56929b7196438802c95f65952e1ec1850
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q26,observability,core,1.45423,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q12,identity_consent,core,6.999016,28,,837c2e167c0cb85bd477402b871aa342cbee3bf4396d23617d8d1b8ef6ee97e3
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q23,data_lifecycle,core,5.387057,3,,3955e7b96dea26719774b2d2a200be73c38cf84521f9352a6b96ed1af0a71d7a
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q06,semantic_schema,core,4.510935,12,,1377568d225cfb45a1899c2ea951adf7ebda5ada4e188dbf5f114110484fa3ae
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q13,identity_consent,core,6.324063,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q24,data_lifecycle,core,6.391062,2,,cd35088761eecd0de09641aec13e48dac6725b0576c66fdac20bc8344e94198c
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q01,identity_consent,core,6.323171,4,,4547c8c0fa291f2f53c5d8a46262367b16b231b6036ba566c847c65bb4c97838
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q14,identity_consent,core,4.989102,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,5,data_lifecycle,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q34,data_lifecycle,core,3.546087,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,5,data_lifecycle,True,http://10.151.73.241:8391,fog,fog,completed,False,EXT-Q01,semantic_schema,core,36.377611,6,,66d5edbbdc2282624ffec271a4a523a20fdc7331b886d2884edf86a885532bcc
rdfs,1,5,data_lifecycle,True,http://10.151.73.241:8391,fog,fog,completed,False,BASE-Q28,identity_consent,domain,67.811481,0,False,92b91e0dd8f69dcc43f3c56062f944147504cf0d80f20c98005fda34c727fd7e
rdfs,1,5,data_lifecycle,True,http://10.151.73.241:8391,fog,fog,completed,False,EXT-Q19,identity_consent,core,47.518315,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,5,data_lifecycle,True,http://10.151.73.241:8391,fog,fog,completed,False,EXT-Q33,data_lifecycle,core,26.964963,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,5,data_lifecycle,True,http://10.151.73.34:8391,edge1,edge,completed,False,EXT-Q02,semantic_schema,core,20.517667,3,,81bea9a8c2d4cf1237d7fb131249cc18ec4ca629eeabaadbd5f0b9b58d3e3333
rdfs,1,5,data_lifecycle,True,http://10.151.73.34:8391,edge1,edge,completed,False,EXT-Q16,identity_consent,core,15.254018,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,5,data_lifecycle,True,http://10.151.73.34:8391,edge1,edge,completed,False,BASE-Q34,topology,core,10.996333,1,,7c66062f36ae31e8068455da76c0bb4f918e7f6b8ecee7cd8a7946f3b6047884
rdfs,1,5,data_lifecycle,True,http://10.151.73.34:8391,edge1,edge,completed,False,BASE-Q25,identity_consent,core,13.714518,1,,4591a69ecb6837fd65b28a9688ad10f0fb7b8ca54c1a6ac395ef142fc831cfbf
rdfs,1,5,data_lifecycle,True,http://10.151.73.34:8391,edge1,edge,completed,False,EXT-Q31,data_lifecycle,core,19.190426,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,5,data_lifecycle,True,http://10.151.73.143:8391,edge2,edge,completed,False,BASE-Q33,observability,core,23.434611,6,,132cf832480158fd75f2c60ab529bddf4c7fc3fc61aa2696543511925a74c8c0
rdfs,1,5,data_lifecycle,True,http://10.151.73.143:8391,edge2,edge,completed,False,BASE-Q31,identity_consent,core,16.486334,3,,8f8af6537cdd2b25ebfbb6f6e08414144fcbc319948609c1afa5eb440e09b376
rdfs,1,5,data_lifecycle,True,http://10.151.73.143:8391,edge2,edge,completed,False,EXT-Q18,identity_consent,core,27.051611,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,5,data_lifecycle,True,http://10.151.73.143:8391,edge2,edge,completed,False,EXT-Q32,data_lifecycle,core,10.777518,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,5,data_lifecycle,True,http://10.151.73.173:8391,edge3,edge,completed,False,EXT-Q05,semantic_schema,core,63.330969,17,,e0fc9190703b6a7b2695ddc448f5c7e54c4feeff2545477c3194ebfd8ccb1f0c
rdfs,1,5,data_lifecycle,True,http://10.151.73.173:8391,edge3,edge,completed,False,EXT-Q15,identity_consent,core,46.325243,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,5,data_lifecycle,True,http://10.151.73.173:8391,edge3,edge,completed,False,BASE-Q29,topology,core,105.138576,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
rdfs,1,5,data_lifecycle,True,http://10.151.73.173:8391,edge3,edge,completed,False,BASE-Q20,identity_consent,domain,24.420623,4,,c4008c5d4a19afaa7107e1d07ba73e2440adc716bd8db9d4a9d4f85884e6e6ab
rdfs,1,5,data_lifecycle,True,http://10.151.73.173:8391,edge3,edge,completed,False,EXT-Q25,data_lifecycle,domain,38.328974,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,6,security_identity,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q22,security_identity,domain,30.830007,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,6,security_identity,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q11,identity_consent,core,37.357429,25,,23f4b2a531ad883148c9739c8c2583fe187e8256da687e5716b24342adb67faf
rdfs,1,6,security_identity,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q19,identity_consent,core,7.416371,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,6,security_identity,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q33,data_lifecycle,core,4.163436,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,6,security_identity,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q26,security_identity,core,4.853602,4,,ed9677a4ca7c5be154c6bd4079af419ee76aada07c071db791cf37bc4bb689a6
rdfs,1,6,security_identity,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q13,identity_consent,core,5.360287,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,6,security_identity,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q20,identity_consent,core,2.964754,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,6,security_identity,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q34,data_lifecycle,core,10.152948,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,6,security_identity,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q29,security_identity,core,3.617834,1,,5e56d4b1c34d01016304a6e8bc0397a3d6e7898ce43942ff1b6aab07b06810f2
rdfs,1,6,security_identity,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q15,identity_consent,core,64.940238,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,6,security_identity,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q23,data_lifecycle,core,5.861873,3,,3955e7b96dea26719774b2d2a200be73c38cf84521f9352a6b96ed1af0a71d7a
rdfs,1,6,security_identity,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q02,topology,core,4.557989,10,,39f270deae8081898e377feb8cea90d3bf032b2541ac9610114469b500359cac
rdfs,1,6,security_identity,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q30,security_identity,core,3.383467,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,6,security_identity,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q16,identity_consent,core,3.230268,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,6,security_identity,True,http://127.0.0.1:8391,cloud,cloud,completed,False,EXT-Q25,data_lifecycle,domain,7.808328,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,6,security_identity,True,http://127.0.0.1:8391,cloud,cloud,completed,False,BASE-Q29,topology,core,2.801035,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
rdfs,1,6,security_identity,True,http://10.151.73.241:8391,fog,fog,completed,False,BASE-Q08,observability,core,37.409259,2,,6527f1e187dfa51f5dc78e109fe2d9fb47aed82a4ec8f897d1dda6ee6850aa0a
rdfs,1,6,security_identity,True,http://10.151.73.241:8391,fog,fog,completed,False,EXT-Q01,semantic_schema,core,28.234537,6,,66d5edbbdc2282624ffec271a4a523a20fdc7331b886d2884edf86a885532bcc
rdfs,1,6,security_identity,True,http://10.151.73.241:8391,fog,fog,completed,False,BASE-Q06,identity_consent,core,15.951926,10,,f8aebcef3bdb5c68142d34426190fd6a36c4b31394471c9c7602e6c19e67ff84
rdfs,1,6,security_identity,True,http://10.151.73.241:8391,fog,fog,completed,False,EXT-Q18,identity_consent,core,26.629778,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,6,security_identity,True,http://10.151.73.241:8391,fog,fog,completed,False,BASE-Q26,observability,core,6.317222,1,True,35df7182aa6c75e0a1066245f679b81ec9ad05e9964a0684980a466c9cc63ac4
rdfs,1,6,security_identity,True,http://10.151.73.241:8391,fog,fog,completed,False,EXT-Q02,semantic_schema,core,21.471,3,,81bea9a8c2d4cf1237d7fb131249cc18ec4ca629eeabaadbd5f0b9b58d3e3333
rdfs,1,6,security_identity,True,http://10.151.73.241:8391,fog,fog,completed,False,BASE-Q31,identity_consent,core,16.694222,3,,8f8af6537cdd2b25ebfbb6f6e08414144fcbc319948609c1afa5eb440e09b376
rdfs,1,6,security_identity,True,http://10.151.73.241:8391,fog,fog,completed,False,EXT-Q32,data_lifecycle,core,11.339592,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,6,security_identity,True,http://10.151.73.34:8391,edge1,edge,completed,False,EXT-Q28,security_identity,core,21.639481,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,6,security_identity,True,http://10.151.73.34:8391,edge1,edge,completed,False,BASE-Q25,identity_consent,core,13.185945,1,,4591a69ecb6837fd65b28a9688ad10f0fb7b8ca54c1a6ac395ef142fc831cfbf
rdfs,1,6,security_identity,True,http://10.151.73.34:8391,edge1,edge,completed,False,EXT-Q24,data_lifecycle,core,24.925574,2,,cd35088761eecd0de09641aec13e48dac6725b0576c66fdac20bc8344e94198c
rdfs,1,6,security_identity,True,http://10.151.73.34:8391,edge1,edge,completed,False,BASE-Q01,identity_consent,core,28.445482,4,,4547c8c0fa291f2f53c5d8a46262367b16b231b6036ba566c847c65bb4c97838
rdfs,1,6,security_identity,True,http://10.151.73.34:8391,edge1,edge,completed,False,EXT-Q14,identity_consent,core,23.336297,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,6,security_identity,True,http://10.151.73.34:8391,edge1,edge,completed,False,BASE-Q23,topology,core,19.507611,1,,d521e7e5ef76f48fc1b2a145498f8ab56929b7196438802c95f65952e1ec1850
rdfs,1,6,security_identity,True,http://10.151.73.143:8391,edge2,edge,completed,False,EXT-Q27,security_identity,core,44.02487,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rdfs,1,6,security_identity,True,http://10.151.73.143:8391,edge2,edge,completed,False,BASE-Q20,identity_consent,domain,24.468167,4,,c4008c5d4a19afaa7107e1d07ba73e2440adc716bd8db9d4a9d4f85884e6e6ab
