category,layout,median,n,p95,query_id,reasoner,role,total
wellbeing,replicated,5.403453,3,6.891477,BASE-Q03,owlrl,cloud,17.778911
identity_consent,replicated,3.476163,3,3.5220089999999997,BASE-Q06,owlrl,cloud,10.301224
observability,replicated,8.279896,3,8.9399812,BASE-Q07,owlrl,cloud,24.903165
wellbeing,replicated,3.207465,3,6.248330999999999,BASE-Q11,owlrl,cloud,12.924714
adaptation,replicated,3.001601,3,3.1037339,BASE-Q12,owlrl,cloud,9.100896
adaptation,replicated,3.767267,3,3.7850564,BASE-Q13,owlrl,cloud,11.24486
federation,replicated,6.970109,3,72.9523688,BASE-Q16,owlrl,cloud,92.850018
context_zones,replicated,3.122685,3,3.2467959,BASE-Q18,owlrl,cloud,8.797544
decision,replicated,7.734743,3,23.8554971,BASE-Q21,owlrl,cloud,40.86988
topology,replicated,5.486809,3,7.7805247,BASE-Q23,owlrl,cloud,18.785461
identity_consent,replicated,2.970718,3,2.9923495,BASE-Q25,owlrl,cloud,8.873251
observability,replicated,1.389109,3,1.5192417999999999,BASE-Q26,owlrl,cloud,4.283361
adaptation,replicated,1.771342,3,1.8859741,BASE-Q27,owlrl,cloud,5.400619
topology,replicated,2.805013,3,3.1752874,BASE-Q29,owlrl,cloud,8.735884
federation,replicated,1.682531,3,1.7591336,BASE-Q30,owlrl,cloud,5.115582
identity_consent,replicated,3.446316,3,3.4558749,BASE-Q31,owlrl,cloud,10.30275
decision,replicated,3.281684,3,16.3178636,BASE-Q32,owlrl,cloud,24.316159000000003
semantic_schema,replicated,17.048593,3,17.232067,EXT-Q05,owlrl,cloud,50.980777
semantic_schema,replicated,3.485634,3,3.9871058999999995,EXT-Q06,owlrl,cloud,10.976649
policy_governance,replicated,55.987192,3,102.4346035,EXT-Q08,owlrl,cloud,218.788677
policy_governance,replicated,14.371286,3,14.4354848,EXT-Q09,owlrl,cloud,43.094522999999995
identity_consent,replicated,15.915958,3,29.2820911,EXT-Q11,owlrl,cloud,54.846008
identity_consent,replicated,7.153493,3,7.3666049000000005,EXT-Q13,owlrl,cloud,21.378432
identity_consent,replicated,16.767631,3,22.0668571,EXT-Q15,owlrl,cloud,51.044555
identity_consent,replicated,9.049999,3,9.5571202,EXT-Q18,owlrl,cloud,27.291882
identity_consent,replicated,8.681546,3,8.830676,EXT-Q19,owlrl,cloud,26.12618
identity_consent,replicated,5.532276,3,9.3809415,EXT-Q21,owlrl,cloud,20.740828
security_identity,replicated,45.054153,3,46.6525233,EXT-Q22,owlrl,cloud,115.945098
data_lifecycle,replicated,7.073212,3,7.443004,EXT-Q24,owlrl,cloud,21.470272
data_lifecycle,replicated,10.547711,3,10.8568925,EXT-Q25,owlrl,cloud,31.89513
security_identity,replicated,6.207729,3,6.2199987,EXT-Q26,owlrl,cloud,18.59082
security_identity,replicated,3.939052,3,4.1993671,EXT-Q29,owlrl,cloud,11.712032
security_identity,replicated,4.808405,3,16.580436499999998,EXT-Q30,owlrl,cloud,25.948396
data_lifecycle,replicated,4.315609,3,4.4306488,EXT-Q33,owlrl,cloud,13.054239
data_lifecycle,replicated,18.042045,3,26.025347399999998,EXT-Q35,owlrl,cloud,48.826302
context_zones,replicated,11.064165,3,18.114198000000002,EXT-Q37,owlrl,cloud,40.461476000000005
context_zones,replicated,6.371482,3,6.7993573,EXT-Q38,owlrl,cloud,19.556699000000002
trust,replicated,7.08539,3,14.6506622,EXT-Q41,owlrl,cloud,28.200212
trust,replicated,6.991466,3,7.3893379999999995,EXT-Q44,owlrl,cloud,20.13472
trust,replicated,9.802878,3,9.8567529,EXT-Q45,owlrl,cloud,29.266181
decision,replicated,8.127116,3,11.4629516,EXT-Q48,owlrl,cloud,26.221652
decision,replicated,8.033562,3,8.1834768,EXT-Q50,owlrl,cloud,22.382203
decision,replicated,10.17242,3,32.7111029,EXT-Q51,owlrl,cloud,53.745465
decision,replicated,4.714673,3,4.7286032,EXT-Q55,owlrl,cloud,13.925785000000001
decision,replicated,8.813803,3,67.0772902,EXT-Q56,owlrl,cloud,90.760899
decision,replicated,5.911084,3,6.090463000000001,EXT-Q58,owlrl,cloud,17.775503
adaptation,replicated,1.855887,3,2.4796725,EXT-Q61,owlrl,cloud,6.211005
delegation,replicated,5.070874,3,5.346387399999999,EXT-Q63,owlrl,cloud,15.313884999999999
delegation,replicated,4.078154,3,4.342988,EXT-Q64,owlrl,cloud,12.527249
federation,replicated,7.269832,3,9.0618094,EXT-Q67,owlrl,cloud,23.706094
federation,replicated,6.100128,3,11.922513299999999,EXT-Q69,owlrl,cloud,24.277348
audit_temporal,replicated,7.946336,3,8.0540822,EXT-Q72,owlrl,cloud,23.008912
audit_temporal,replicated,49.150458,3,49.938127200000004,EXT-Q73,owlrl,cloud,145.792655
policy_governance,replicated,12.275056,3,12.6838117,EXT-Q78,owlrl,cloud,37.177918
validation,replicated,32.728802,3,46.606766900000004,EXT-Q80,owlrl,cloud,113.329192
wellbeing,replicated,20.179407,3,20.2484748,BASE-Q05,owlrl,edge1,60.212797
observability,replicated,35.381778,3,35.4170949,BASE-Q10,owlrl,edge1,106.168204
identity_consent,replicated,30.517222,3,30.534122200000002,BASE-Q20,owlrl,edge1,91.435611
adaptation,replicated,24.140259,3,24.245793,BASE-Q22,owlrl,edge1,72.028278
topology,replicated,10.973296,3,10.9764631,BASE-Q34,owlrl,edge1,32.888537
semantic_schema,replicated,20.577333,3,20.6814495,EXT-Q02,owlrl,edge1,61.833295
policy_governance,replicated,34.609019,3,34.6276355,EXT-Q07,owlrl,edge1,103.828464
identity_consent,replicated,17.979055,3,18.0180889,EXT-Q16,owlrl,edge1,53.974648
data_lifecycle,replicated,11.180777,3,11.4218105,EXT-Q32,owlrl,edge1,33.668758
context_zones,replicated,15.241908,3,15.4990074,EXT-Q39,owlrl,edge1,45.969519
trust,replicated,20.664704,3,20.7017867,EXT-Q42,owlrl,edge1,61.679221999999996
decision,replicated,41.082574,3,141.31210719999999,EXT-Q47,owlrl,edge1,234.61094400000002
decision,replicated,51.643166,3,51.7836326,EXT-Q53,owlrl,edge1,154.96479499999998
audit_temporal,replicated,44.966685,3,45.856002000000004,EXT-Q71,owlrl,edge1,135.880167
validation,replicated,48.95937,3,49.2633369,EXT-Q77,owlrl,edge1,147.164481
identity_consent,replicated,31.785148,3,31.8812311,BASE-Q01,owlrl,edge2,95.312185
wellbeing,replicated,28.559537,3,28.861621099999997,BASE-Q09,owlrl,edge2,85.941538
identity_consent,replicated,11.652445,3,11.6679943,BASE-Q15,owlrl,edge2,34.868056
federation,replicated,28.851444,3,29.1762108,BASE-Q24,owlrl,edge2,86.337703
observability,replicated,24.300481,3,24.766248100000002,BASE-Q33,owlrl,edge2,72.93961
delegation,replicated,62.142463,3,62.5705633,BASE-Q35,owlrl,edge2,186.80513
policy_governance,replicated,53.335815,3,181.8232314,EXT-Q03,owlrl,edge2,302.501926
identity_consent,replicated,29.924741,3,29.9490572,EXT-Q14,owlrl,edge2,89.315666
security_identity,replicated,19.677556,3,20.6072398,EXT-Q28,owlrl,edge2,60.033519999999996
data_lifecycle,replicated,18.362222,3,18.4250888,EXT-Q31,owlrl,edge2,54.670851
trust,replicated,28.104092,3,156.1546925,EXT-Q40,owlrl,edge2,226.572314
adaptation,replicated,26.464889,3,26.586955999999997,EXT-Q60,owlrl,edge2,79.258316
validation,replicated,66.878611,3,67.0959781,EXT-Q75,owlrl,edge2,200.769
policy_governance,replicated,46.915611,3,47.2641279,EXT-Q79,owlrl,edge2,141.040612
topology,replicated,21.984527,3,22.1194946,BASE-Q02,owlrl,edge3,66.036786
observability,replicated,36.857861,3,36.908844200000004,BASE-Q08,owlrl,edge3,110.60456400000001
semantic_schema,replicated,29.25724,3,29.3313397,EXT-Q01,owlrl,edge3,87.685961
policy_governance,replicated,55.58107,3,56.181253899999994,EXT-Q04,owlrl,edge3,167.219543
identity_consent,replicated,35.254174,3,35.311257399999995,EXT-Q12,owlrl,edge3,105.732448
identity_consent,replicated,13.198443,3,13.8048765,EXT-Q20,owlrl,edge3,39.91018
data_lifecycle,replicated,25.862366,3,27.5916008,EXT-Q23,owlrl,edge3,79.433414
context_zones,replicated,20.508229,3,21.021497200000002,EXT-Q36,owlrl,edge3,62.024281
decision,replicated,34.190636,3,144.3885899,EXT-Q46,owlrl,edge3,224.76404100000002
decision,replicated,32.676578,3,33.0318953,EXT-Q52,owlrl,edge3,98.29182700000001
decision,replicated,18.545597,3,18.606197599999998,EXT-Q57,owlrl,edge3,55.632348
adaptation,replicated,22.010249,3,22.3417667,EXT-Q62,owlrl,edge3,66.38797100000001
delegation,replicated,12.57996,3,12.8365437,EXT-Q65,owlrl,edge3,37.967659
federation,replicated,24.637734,3,24.7841019,EXT-Q68,owlrl,edge3,73.968796
audit_temporal,replicated,122.006153,3,122.1535028,EXT-Q70,owlrl,edge3,366.10005
validation,replicated,24.888197,3,27.8364512,EXT-Q76,owlrl,edge3,77.744337
decision,replicated,21.588686,3,21.7672847,BASE-Q04,owlrl,fog,64.780796
delegation,replicated,16.305167,3,16.6392335,BASE-Q14,owlrl,fog,49.269741
context_zones,replicated,17.210518,3,17.643318999999998,BASE-Q17,owlrl,fog,52.054259
decision,replicated,35.277204,3,131.7316701,BASE-Q19,owlrl,fog,212.262686
identity_consent,replicated,61.596389,3,61.807421899999994,BASE-Q28,owlrl,fog,184.46537
policy_governance,replicated,138.967371,3,139.2627537,EXT-Q10,owlrl,fog,416.529519
identity_consent,replicated,28.684722,3,28.7890383,EXT-Q17,owlrl,fog,85.861221
security_identity,replicated,47.372093,3,47.564225900000004,EXT-Q27,owlrl,fog,141.511389
data_lifecycle,replicated,18.284055,3,18.562389,EXT-Q34,owlrl,fog,54.956666
trust,replicated,31.697982,3,31.726731599999997,EXT-Q43,owlrl,fog,94.696612
decision,replicated,28.244667,3,28.4766834,EXT-Q49,owlrl,fog,84.836667
decision,replicated,31.236185,3,31.4080013,EXT-Q54,owlrl,fog,93.544221
adaptation,replicated,72.923167,3,73.0157338,EXT-Q59,owlrl,fog,218.058186
federation,replicated,25.547722,3,25.6687225,EXT-Q66,owlrl,fog,76.359611
audit_temporal,replicated,213.430814,3,308.4310979,EXT-Q74,owlrl,fog,745.33848
topology,replicated,5.65731,3,52.79963219999999,BASE-Q02,rdfs,cloud,69.28163099999999
wellbeing,replicated,4.068821,3,4.6711037,BASE-Q05,rdfs,cloud,12.719882
identity_consent,replicated,3.658334,3,4.9754363,BASE-Q06,rdfs,cloud,12.30848
observability,replicated,8.581694,3,9.4003394,BASE-Q07,rdfs,cloud,26.031536000000003
wellbeing,replicated,6.926513,3,6.9833894,BASE-Q09,rdfs,cloud,20.380304000000002
observability,replicated,8.832012,3,17.6948763,BASE-Q10,rdfs,cloud,35.967598
delegation,replicated,4.019953,3,4.130221,BASE-Q14,rdfs,cloud,12.018403
federation,replicated,5.639164,3,5.728590700000001,BASE-Q16,rdfs,cloud,16.676683
context_zones,replicated,4.444488,3,4.8698298,BASE-Q17,rdfs,cloud,13.307231
context_zones,replicated,2.962445,3,2.9701787,BASE-Q18,rdfs,cloud,8.824403
decision,replicated,6.667177,3,14.624530599999998,BASE-Q19,rdfs,cloud,28.825713
decision,replicated,7.483431,3,9.7356387,BASE-Q21,rdfs,cloud,24.815543
adaptation,replicated,4.580133,3,4.871508899999999,BASE-Q22,rdfs,cloud,14.039670999999998
topology,replicated,5.731085,3,6.9459617,BASE-Q23,rdfs,cloud,18.52655
adaptation,replicated,1.865495,3,1.9153388,BASE-Q27,rdfs,cloud,5.549749
identity_consent,replicated,11.214971,3,19.8571553,BASE-Q28,rdfs,cloud,43.033974
identity_consent,replicated,4.167684,3,6.3540045,BASE-Q31,rdfs,cloud,14.101775
delegation,replicated,26.179471,3,54.7464799,BASE-Q35,rdfs,cloud,99.341364
semantic_schema,replicated,4.340008,3,4.7446264,EXT-Q02,rdfs,cloud,13.246237
policy_governance,replicated,15.107243,3,16.3286546,EXT-Q03,rdfs,cloud,46.517872
policy_governance,replicated,14.106015,3,14.1788358,EXT-Q04,rdfs,cloud,42.179474
semantic_schema,replicated,17.015562,3,61.2817191,EXT-Q05,rdfs,cloud,100.121855
semantic_schema,replicated,3.810576,3,3.8147952,EXT-Q06,rdfs,cloud,11.279279
policy_governance,replicated,40.730322,3,46.539339600000005,EXT-Q10,rdfs,cloud,126.977883
identity_consent,replicated,11.008509,3,24.4401936,EXT-Q11,rdfs,cloud,47.168569
identity_consent,replicated,8.723369,3,8.8525676,EXT-Q13,rdfs,cloud,26.285898
identity_consent,replicated,5.323259,3,6.2447501,EXT-Q16,rdfs,cloud,16.09741
identity_consent,replicated,9.323068,3,10.780365999999999,EXT-Q18,rdfs,cloud,29.364390999999998
identity_consent,replicated,9.259703,3,9.3247883,EXT-Q19,rdfs,cloud,27.810265
identity_consent,replicated,2.965596,3,3.2072613,EXT-Q20,rdfs,cloud,9.124273
security_identity,replicated,43.031916,3,58.9725351,EXT-Q22,rdfs,cloud,136.60557
data_lifecycle,replicated,6.448705,3,16.6764454,EXT-Q23,rdfs,cloud,29.821318
security_identity,replicated,6.289013,3,6.454663399999999,EXT-Q26,rdfs,cloud,18.962063999999998
security_identity,replicated,9.17645,3,19.6556414,EXT-Q27,rdfs,cloud,39.169844
security_identity,replicated,3.979014,3,4.7381253,EXT-Q28,rdfs,cloud,12.688302
security_identity,replicated,4.206632,3,5.3840669,EXT-Q29,rdfs,cloud,13.834112000000001
data_lifecycle,replicated,2.513785,3,2.6293243,EXT-Q32,rdfs,cloud,7.635839
data_lifecycle,replicated,3.469034,3,3.6861167,EXT-Q34,rdfs,cloud,10.584579
data_lifecycle,replicated,4.182603,3,4.3391769,EXT-Q35,rdfs,cloud,12.439425
context_zones,replicated,4.133557,3,9.444329199999999,EXT-Q39,rdfs,cloud,17.655347
trust,replicated,4.445023,3,9.1227442,EXT-Q42,rdfs,cloud,18.396894
trust,replicated,9.169154,3,9.814334299999999,EXT-Q44,rdfs,cloud,27.788538000000003
trust,replicated,10.154524,3,12.2748232,EXT-Q45,rdfs,cloud,32.176773
decision,replicated,11.542388,3,19.929879500000002,EXT-Q46,rdfs,cloud,43.519595
decision,replicated,10.019043,3,20.6389449,EXT-Q47,rdfs,cloud,41.25924
decision,replicated,10.79626,3,15.814898499999998,EXT-Q48,rdfs,cloud,33.883368
decision,replicated,8.153722,3,8.6385007,EXT-Q52,rdfs,cloud,24.412408
decision,replicated,6.973753,3,27.679026099999998,EXT-Q54,rdfs,cloud,43.708757
decision,replicated,4.406347,3,4.521475,EXT-Q55,rdfs,cloud,13.231895999999999
decision,replicated,8.550592,3,12.5975986,EXT-Q56,rdfs,cloud,29.958320999999998
adaptation,replicated,18.079307,3,18.1292192,EXT-Q59,rdfs,cloud,53.875780000000006
adaptation,replicated,2.02892,3,3.3821320999999998,EXT-Q61,rdfs,cloud,7.587028
delegation,replicated,3.993176,3,4.2254381,EXT-Q64,rdfs,cloud,12.137481000000001
federation,replicated,7.624529,3,8.9266751,EXT-Q67,rdfs,cloud,23.702542
federation,replicated,6.479694,3,6.810183899999999,EXT-Q68,rdfs,cloud,19.652608999999998
validation,replicated,6.497055,3,6.8449275,EXT-Q76,rdfs,cloud,19.57725
validation,replicated,10.15452,3,12.172977,EXT-Q77,rdfs,cloud,32.553016
policy_governance,replicated,10.354363,3,13.5283534,EXT-Q79,rdfs,cloud,34.291444999999996
wellbeing,replicated,14.168277,3,14.5172943,BASE-Q11,rdfs,edge1,42.85987
identity_consent,replicated,13.354185,3,13.9335348,BASE-Q25,rdfs,edge1,40.702462
decision,replicated,16.414963,3,17.159179299999998,BASE-Q32,rdfs,edge1,50.041593
semantic_schema,replicated,29.005648,3,29.3141149,EXT-Q01,rdfs,edge1,87.185
identity_consent,replicated,29.232259,3,30.0527089,EXT-Q17,rdfs,edge1,87.996888
data_lifecycle,replicated,21.756111,3,22.0311114,EXT-Q33,rdfs,edge1,65.495556
trust,replicated,32.465666,3,33.2697503,EXT-Q43,rdfs,edge1,97.909685
decision,replicated,51.443481,3,54.0027642,EXT-Q53,rdfs,edge1,156.691684
adaptation,replicated,27.034074,3,27.863757,EXT-Q60,rdfs,edge1,81.906444
delegation,replicated,25.013204,3,25.152469999999997,EXT-Q63,rdfs,edge1,74.872907
federation,replicated,28.401926,3,28.499976500000002,EXT-Q69,rdfs,edge1,84.872964
audit_temporal,replicated,31.244685,3,31.4673018,EXT-Q72,rdfs,edge1,93.04364699999999
validation,replicated,66.547352,3,66.7575848,EXT-Q75,rdfs,edge1,199.46133300000002
policy_governance,replicated,57.595463,3,58.3427969,EXT-Q78,rdfs,edge1,173.581056
validation,replicated,282.665259,3,296.505693,EXT-Q80,rdfs,edge1,862.553463
wellbeing,replicated,21.567685,3,21.718585299999997,BASE-Q03,rdfs,edge2,64.422722
decision,replicated,21.471963,3,21.4755297,BASE-Q04,rdfs,edge2,64.399871
adaptation,replicated,17.957444,3,17.9766617,BASE-Q13,rdfs,edge2,53.860482
identity_consent,replicated,30.671389,3,34.9614055,BASE-Q20,rdfs,edge2,96.388037
observability,replicated,23.340574,3,23.6417905,BASE-Q33,rdfs,edge2,70.23949999999999
policy_governance,replicated,49.834093,3,49.8639595,EXT-Q09,rdfs,edge2,148.930889
identity_consent,replicated,58.941111,3,58.9865943,EXT-Q15,rdfs,edge2,176.821666
data_lifecycle,replicated,18.049389,3,18.296806200000002,EXT-Q31,rdfs,edge2,54.140742
context_zones,replicated,34.844371,3,42.6059872,EXT-Q38,rdfs,edge2,112.945278
trust,replicated,25.045833,3,25.6310328,EXT-Q41,rdfs,edge2,75.755814
decision,replicated,32.470463,3,32.5069301,EXT-Q50,rdfs,edge2,97.08339000000001
federation,replicated,25.602278,3,31.3829114,EXT-Q66,rdfs,edge2,82.918871
audit_temporal,replicated,45.308704,3,46.090804,EXT-Q71,rdfs,edge2,136.297501
audit_temporal,replicated,289.223389,3,289.398439,EXT-Q74,rdfs,edge2,741.516537
identity_consent,replicated,11.584237,3,12.274888,BASE-Q15,rdfs,edge3,35.451508000000004
federation,replicated,28.524721,3,118.23908259999999,BASE-Q24,rdfs,edge3,184.879453
observability,replicated,6.029044,3,6.176844699999999,BASE-Q26,rdfs,edge3,18.155504
topology,replicated,14.424111,3,14.4998604,BASE-Q29,rdfs,edge3,43.356109000000004
policy_governance,replicated,220.589184,3,223.2336873,EXT-Q08,rdfs,edge3,664.558054
identity_consent,replicated,29.560037,3,30.133121,EXT-Q14,rdfs,edge3,89.008741
data_lifecycle,replicated,31.344632,3,32.1140159,EXT-Q24,rdfs,edge3,94.560489
context_zones,replicated,20.793211,3,20.8205278,EXT-Q36,rdfs,edge3,62.192837
trust,replicated,28.396554,3,29.9002893,EXT-Q40,rdfs,edge3,86.732424
decision,replicated,28.759055,3,29.0283053,EXT-Q49,rdfs,edge3,85.717849
decision,replicated,18.557838,3,19.1669724,EXT-Q57,rdfs,edge3,56.342589000000004
delegation,replicated,12.540515,3,12.7889663,EXT-Q65,rdfs,edge3,37.859899
audit_temporal,replicated,122.095709,3,122.19405830000001,EXT-Q70,rdfs,edge3,366.016588
audit_temporal,replicated,113.375105,3,202.3513829,EXT-Q73,rdfs,edge3,438.945439
identity_consent,replicated,31.889537,3,43.318920500000004,BASE-Q01,rdfs,fog,108.284685
observability,replicated,37.161944,3,37.294694,BASE-Q08,rdfs,fog,111.433759
adaptation,replicated,13.937593,3,15.1666087,BASE-Q12,rdfs,fog,43.170499
federation,replicated,6.560352,3,9.223918199999998,BASE-Q30,rdfs,fog,22.502389
topology,replicated,10.768408,3,11.6585404,BASE-Q34,rdfs,fog,33.290371
policy_governance,replicated,34.472703,3,34.4747208,EXT-Q07,rdfs,fog,103.24203700000001
identity_consent,replicated,35.154908,3,35.6956073,EXT-Q12,rdfs,fog,105.94750099999999
identity_consent,replicated,23.598445,3,23.6925616,EXT-Q21,rdfs,fog,70.286112
data_lifecycle,replicated,48.686482,3,135.9885142,EXT-Q25,rdfs,fog,242.847463
security_identity,replicated,12.949018,3,13.6784014,EXT-Q30,rdfs,fog,39.412758
context_zones,replicated,61.610351,3,79.6676351,EXT-Q37,rdfs,fog,204.71877700000002
decision,replicated,34.293796,3,34.597546,EXT-Q51,rdfs,fog,103.191277
decision,replicated,29.296667,3,29.4857336,EXT-Q58,rdfs,fog,88.033001
adaptation,replicated,22.69613,3,109.7525963,EXT-Q62,rdfs,fog,164.664796
decision,replicated,6.328519,3,6.3824362,BASE-Q04,rdfs_owlrl,cloud,18.96287
wellbeing,replicated,6.752805,3,6.7623585,BASE-Q09,rdfs_owlrl,cloud,20.197225
adaptation,replicated,3.215928,3,3.2742156000000002,BASE-Q12,rdfs_owlrl,cloud,9.70064
adaptation,replicated,3.810449,3,24.067089199999998,BASE-Q13,rdfs_owlrl,cloud,33.922615
delegation,replicated,4.940371,3,46.300849299999996,BASE-Q14,rdfs_owlrl,cloud,60.488423000000004
decision,replicated,7.715571,3,8.185047899999999,BASE-Q19,rdfs_owlrl,cloud,22.48085
identity_consent,replicated,7.224113,3,7.6904615,BASE-Q20,rdfs_owlrl,cloud,21.812779
decision,replicated,7.304232,3,7.6424088,BASE-Q21,rdfs_owlrl,cloud,22.092311
adaptation,replicated,4.681375,3,4.9163425,BASE-Q22,rdfs_owlrl,cloud,14.019856
topology,replicated,6.83783,3,6.9607241,BASE-Q23,rdfs_owlrl,cloud,19.884327
observability,replicated,1.697209,3,1.7054521,BASE-Q26,rdfs_owlrl,cloud,5.066606
identity_consent,replicated,14.57886,3,15.956017499999998,BASE-Q28,rdfs_owlrl,cloud,44.794808
identity_consent,replicated,4.139883,3,4.1841162,BASE-Q31,rdfs_owlrl,cloud,11.669941
observability,replicated,4.993284,3,5.0901258,BASE-Q33,rdfs_owlrl,cloud,15.056187000000001
semantic_schema,replicated,4.200979,3,4.274371299999999,EXT-Q02,rdfs_owlrl,cloud,12.586217000000001
policy_governance,replicated,60.154936,3,71.1589795,EXT-Q08,rdfs_owlrl,cloud,188.82314100000002
policy_governance,replicated,14.750047,3,14.9066974,EXT-Q09,rdfs_owlrl,cloud,44.027634
policy_governance,replicated,39.866682,3,53.357344499999996,EXT-Q10,rdfs_owlrl,cloud,134.301877
identity_consent,replicated,10.168527,3,10.1706591,EXT-Q11,rdfs_owlrl,cloud,30.491054
identity_consent,replicated,10.966926,3,11.0879328,EXT-Q12,rdfs_owlrl,cloud,30.404746000000003
identity_consent,replicated,6.764821,3,7.0671139,EXT-Q17,rdfs_owlrl,cloud,20.293559000000002
identity_consent,replicated,8.846217,3,9.179675099999999,EXT-Q18,rdfs_owlrl,cloud,26.781557
identity_consent,replicated,13.008019,3,21.6594805,EXT-Q19,rdfs_owlrl,cloud,44.511722000000006
identity_consent,replicated,3.240132,3,21.0846417,EXT-Q20,rdfs_owlrl,cloud,29.376468
security_identity,replicated,51.313663,3,89.9757937,EXT-Q22,rdfs_owlrl,cloud,196.459215
data_lifecycle,replicated,5.651503,3,5.6656879,EXT-Q23,rdfs_owlrl,cloud,16.912738
data_lifecycle,replicated,7.42735,3,8.1039529,EXT-Q24,rdfs_owlrl,cloud,22.773533999999998
data_lifecycle,replicated,11.214797,3,22.8256052,EXT-Q25,rdfs_owlrl,cloud,46.17883
security_identity,replicated,6.185087,3,6.2115416,EXT-Q26,rdfs_owlrl,cloud,18.526847
security_identity,replicated,11.273678,3,17.8122743,EXT-Q27,rdfs_owlrl,cloud,40.480799000000005
security_identity,replicated,3.984751,3,5.937081399999999,EXT-Q28,rdfs_owlrl,cloud,13.985593
data_lifecycle,replicated,5.470997,3,5.5979807,EXT-Q33,rdfs_owlrl,cloud,15.637654
context_zones,replicated,4.261466,3,4.7242046,EXT-Q36,rdfs_owlrl,cloud,13.062080000000002
context_zones,replicated,10.832988,3,11.134291800000002,EXT-Q37,rdfs_owlrl,cloud,32.709673
context_zones,replicated,8.217325,3,8.2660906,EXT-Q38,rdfs_owlrl,cloud,23.133029
trust,replicated,5.346673,3,5.3585709999999995,EXT-Q42,rdfs_owlrl,cloud,16.029437
decision,replicated,7.683879,3,8.1405093,EXT-Q46,rdfs_owlrl,cloud,23.484251
decision,replicated,6.177496,3,49.597795299999994,EXT-Q49,rdfs_owlrl,cloud,66.231417
decision,replicated,6.143125,3,6.2628988,EXT-Q50,rdfs_owlrl,cloud,18.557823
decision,replicated,8.112579,3,12.2448588,EXT-Q52,rdfs_owlrl,cloud,28.620453
decision,replicated,12.731852,3,22.4610104,EXT-Q53,rdfs_owlrl,cloud,45.284814999999995
decision,replicated,8.811783,3,37.289069999999995,EXT-Q56,rdfs_owlrl,cloud,58.074799999999996
decision,replicated,3.916961,3,4.0644107,EXT-Q57,rdfs_owlrl,cloud,11.910922
adaptation,replicated,5.470583,3,5.7740243,EXT-Q60,rdfs_owlrl,cloud,16.590631000000002
delegation,replicated,2.572994,3,2.6245883,EXT-Q65,rdfs_owlrl,cloud,7.774653
federation,replicated,5.536021,3,5.6010568,EXT-Q66,rdfs_owlrl,cloud,16.529993
federation,replicated,6.991925,3,10.046718499999999,EXT-Q67,rdfs_owlrl,cloud,24.366702
federation,replicated,5.345834,3,5.9061262999999995,EXT-Q68,rdfs_owlrl,cloud,16.6045
audit_temporal,replicated,8.007313,3,8.068137700000001,EXT-Q72,rdfs_owlrl,cloud,23.003614
validation,replicated,18.307843,3,67.6938949,EXT-Q75,rdfs_owlrl,cloud,109.2465
validation,replicated,5.363891,3,5.4749285,EXT-Q76,rdfs_owlrl,cloud,16.125382000000002
validation,replicated,9.290483,3,9.357479,EXT-Q77,rdfs_owlrl,cloud,27.754745
policy_governance,replicated,10.875774,3,11.0104941,EXT-Q79,rdfs_owlrl,cloud,32.331303
context_zones,replicated,10.686982,3,10.8449986,BASE-Q18,rdfs_owlrl,edge1,31.831834
identity_consent,replicated,13.456815,3,13.7950818,BASE-Q25,rdfs_owlrl,edge1,40.712815
federation,replicated,6.703333,3,6.8256664,BASE-Q30,rdfs_owlrl,edge1,20.238703
policy_governance,replicated,53.152685,3,53.7274358,EXT-Q03,rdfs_owlrl,edge1,159.917001
semantic_schema,replicated,66.214407,3,187.297158,EXT-Q05,rdfs_owlrl,edge1,330.777649
identity_consent,replicated,17.89874,3,17.971991,EXT-Q16,rdfs_owlrl,edge1,53.728573999999995
data_lifecycle,replicated,19.01226,3,19.3109934,EXT-Q34,rdfs_owlrl,edge1,56.836612
trust,replicated,46.810092,3,46.8313752,EXT-Q45,rdfs_owlrl,edge1,140.364073
decision,replicated,41.414426,3,41.705142200000004,EXT-Q47,rdfs_owlrl,edge1,124.488574
decision,replicated,31.724741,3,31.8095741,EXT-Q54,rdfs_owlrl,edge1,94.543926
adaptation,replicated,8.051982,3,8.2143141,EXT-Q61,rdfs_owlrl,edge1,24.321851000000002
delegation,replicated,21.813018,3,22.618501799999997,EXT-Q64,rdfs_owlrl,edge1,65.624907
audit_temporal,replicated,123.199963,3,233.1242296,EXT-Q70,rdfs_owlrl,edge1,491.565463
audit_temporal,replicated,147.143926,3,147.5454421,EXT-Q73,rdfs_owlrl,edge1,440.36248
policy_governance,replicated,57.293463,3,57.8143965,EXT-Q78,rdfs_owlrl,edge1,172.411574
identity_consent,replicated,33.12,3,33.1341831,BASE-Q01,rdfs_owlrl,edge2,98.527981
observability,replicated,37.588351,3,179.3062678,BASE-Q08,rdfs_owlrl,edge2,269.645573
context_zones,replicated,17.567926,3,17.6048089,BASE-Q17,rdfs_owlrl,edge2,52.32637
topology,replicated,14.720352,3,15.022035599999999,BASE-Q29,rdfs_owlrl,edge2,44.494907999999995
policy_governance,replicated,55.461741,3,57.2317404,EXT-Q04,rdfs_owlrl,edge2,167.425796
semantic_schema,replicated,15.070056,3,15.4869891,EXT-Q06,rdfs_owlrl,edge2,45.664834
