category,layout,median,n,p95,query_id,reasoner,role,total
federation,sharded,26.407741,3,26.6239579,BASE-Q16,rdfs_owlrl,edge1,79.444408
context_zones,sharded,16.945315,3,17.0669815,BASE-Q17,rdfs_owlrl,edge1,50.86775900000001
context_zones,sharded,10.735223,3,11.0092064,BASE-Q18,rdfs_owlrl,edge1,32.095798
identity_consent,sharded,26.435685,3,26.4522855,BASE-Q20,rdfs_owlrl,edge1,79.279389
decision,sharded,31.564666,3,31.6518499,BASE-Q21,rdfs_owlrl,edge1,94.58724
adaptation,sharded,24.270649,3,24.5621644,BASE-Q22,rdfs_owlrl,edge1,72.998019
topology,sharded,21.777778,3,22.273111,BASE-Q23,rdfs_owlrl,edge1,65.853371
federation,sharded,29.856593,3,29.909575999999998,BASE-Q24,rdfs_owlrl,edge1,88.9215
identity_consent,sharded,13.698222,3,13.8095394,BASE-Q25,rdfs_owlrl,edge1,41.143519
adaptation,sharded,8.476185,3,8.490252,BASE-Q27,rdfs_owlrl,edge1,25.378463
identity_consent,sharded,65.636593,3,66.6128761,BASE-Q28,rdfs_owlrl,edge1,197.856834
federation,sharded,6.699945,3,7.8170943,BASE-Q30,rdfs_owlrl,edge1,21.295464
delegation,sharded,62.435185,3,63.444235299999995,BASE-Q35,rdfs_owlrl,edge1,187.996759
identity_consent,sharded,28.517778,3,28.571144399999998,EXT-Q11,rdfs_owlrl,edge1,85.514796
identity_consent,sharded,29.627685,3,29.726068499999997,EXT-Q12,rdfs_owlrl,edge1,88.456926
identity_consent,sharded,23.9475,3,24.0158172,EXT-Q13,rdfs_owlrl,edge1,71.854537
identity_consent,sharded,24.408426,3,24.5112429,EXT-Q14,rdfs_owlrl,edge1,73.303278
identity_consent,sharded,48.489945,3,48.5451447,EXT-Q15,rdfs_owlrl,edge1,145.145927
identity_consent,sharded,15.305204,3,15.317837299999999,EXT-Q16,rdfs_owlrl,edge1,45.871314999999996
identity_consent,sharded,26.638148,3,26.6552309,EXT-Q17,rdfs_owlrl,edge1,79.627017
identity_consent,sharded,28.968259,3,29.0767927,EXT-Q18,rdfs_owlrl,edge1,86.99372199999999
identity_consent,sharded,39.205722,3,39.3079053,EXT-Q19,rdfs_owlrl,edge1,117.72377700000001
identity_consent,sharded,13.051963,3,13.9407463,EXT-Q20,rdfs_owlrl,edge1,40.112074
identity_consent,sharded,26.513056,3,27.1198225,EXT-Q21,rdfs_owlrl,edge1,79.797111
security_identity,sharded,275.981814,3,343.2512817,EXT-Q22,rdfs_owlrl,edge1,899.463017
data_lifecycle,sharded,26.380537,3,26.4018031,EXT-Q23,rdfs_owlrl,edge1,79.004814
data_lifecycle,sharded,27.146074,3,27.179474799999998,EXT-Q24,rdfs_owlrl,edge1,81.27696399999999
data_lifecycle,sharded,43.502167,3,43.537466800000004,EXT-Q25,rdfs_owlrl,edge1,130.400093
security_identity,sharded,19.776278,3,20.470694599999998,EXT-Q26,rdfs_owlrl,edge1,60.084297
security_identity,sharded,48.735426,3,49.0019763,EXT-Q27,rdfs_owlrl,edge1,146.492705
security_identity,sharded,18.945889,3,18.9576727,EXT-Q28,rdfs_owlrl,edge1,56.824019
data_lifecycle,sharded,18.255296,3,19.2494459,EXT-Q31,rdfs_owlrl,edge1,55.818851
data_lifecycle,sharded,11.023889,3,11.6111561,EXT-Q32,rdfs_owlrl,edge1,33.690334
data_lifecycle,sharded,167.981722,3,168.37002249999998,EXT-Q33,rdfs_owlrl,edge1,358.988185
data_lifecycle,sharded,18.94,3,18.976432900000002,EXT-Q34,rdfs_owlrl,edge1,56.829722000000004
data_lifecycle,sharded,15.868037,3,16.3827704,EXT-Q35,rdfs_owlrl,edge1,48.143148
context_zones,sharded,21.236926,3,21.310892499999998,EXT-Q36,rdfs_owlrl,edge1,63.483963
context_zones,sharded,61.063833,3,61.1390667,EXT-Q37,rdfs_owlrl,edge1,183.210536
context_zones,sharded,34.969111,3,35.0708776,EXT-Q38,rdfs_owlrl,edge1,104.916314
context_zones,sharded,15.229296,3,15.2739126,EXT-Q39,rdfs_owlrl,edge1,45.572332
trust,sharded,23.109796,3,23.136529600000003,EXT-Q44,rdfs_owlrl,edge1,69.34751800000001
trust,sharded,46.152518,3,46.406435,EXT-Q45,rdfs_owlrl,edge1,138.718926
decision,sharded,32.770777,3,32.910611800000005,EXT-Q46,rdfs_owlrl,edge1,98.396537
decision,sharded,37.899426,3,40.3686759,EXT-Q47,rdfs_owlrl,edge1,116.382555
decision,sharded,32.665444,3,33.720310600000005,EXT-Q48,rdfs_owlrl,edge1,99.136814
decision,sharded,28.169519,3,28.255919000000002,EXT-Q49,rdfs_owlrl,edge1,84.519723
decision,sharded,33.04274,3,33.081474199999995,EXT-Q50,rdfs_owlrl,edge1,99.129907
decision,sharded,31.302444,3,31.682460900000002,EXT-Q51,rdfs_owlrl,edge1,94.29299900000001
decision,sharded,29.721056,3,29.8065722,EXT-Q52,rdfs_owlrl,edge1,89.24963
decision,sharded,50.679556,3,50.890656400000005,EXT-Q53,rdfs_owlrl,edge1,152.16337099999998
decision,sharded,29.114556,3,29.2121889,EXT-Q54,rdfs_owlrl,edge1,87.425093
decision,sharded,21.056834,3,21.1460501,EXT-Q55,rdfs_owlrl,edge1,63.197982999999994
decision,sharded,49.576148,3,51.1445978,EXT-Q56,rdfs_owlrl,edge1,150.442295
decision,sharded,18.689037,3,19.3006536,EXT-Q57,rdfs_owlrl,edge1,56.681611000000004
decision,sharded,30.164833,3,31.1113,EXT-Q58,rdfs_owlrl,edge1,91.19424000000001
adaptation,sharded,73.471166,3,73.5797168,EXT-Q59,rdfs_owlrl,edge1,220.410074
adaptation,sharded,26.486129,3,26.642829799999998,EXT-Q60,rdfs_owlrl,edge1,79.609703
adaptation,sharded,8.143111,3,8.1490276,EXT-Q61,rdfs_owlrl,edge1,24.236351
adaptation,sharded,23.052555,3,23.1587388,EXT-Q62,rdfs_owlrl,edge1,69.096389
delegation,sharded,24.638593,3,24.6460261,EXT-Q63,rdfs_owlrl,edge1,73.769
delegation,sharded,21.696389,3,21.846939199999998,EXT-Q64,rdfs_owlrl,edge1,65.167463
delegation,sharded,12.800371,3,12.8110378,EXT-Q65,rdfs_owlrl,edge1,38.409446
federation,sharded,25.899037,3,25.9664542,EXT-Q66,rdfs_owlrl,edge1,77.704982
federation,sharded,39.371056,3,39.3806059,EXT-Q67,rdfs_owlrl,edge1,118.044704
federation,sharded,24.966296,3,25.8928622,EXT-Q68,rdfs_owlrl,edge1,75.85124
federation,sharded,28.866315,3,29.5118652,EXT-Q69,rdfs_owlrl,edge1,87.314982
audit_temporal,sharded,110.591741,3,110.77932440000001,EXT-Q70,rdfs_owlrl,edge1,331.837352
audit_temporal,sharded,41.814055,3,41.9595724,EXT-Q71,rdfs_owlrl,edge1,125.484499
audit_temporal,sharded,29.623333,3,29.6461336,EXT-Q72,rdfs_owlrl,edge1,88.44603699999999
audit_temporal,sharded,98.922481,3,98.99973159999999,EXT-Q73,rdfs_owlrl,edge1,296.382907
audit_temporal,sharded,147.978407,3,147.9952739,EXT-Q74,rdfs_owlrl,edge1,442.028148
identity_consent,sharded,29.19287,3,29.2503872,BASE-Q01,rdfs_owlrl,edge2,87.612371
topology,sharded,22.330037,3,22.4552702,BASE-Q02,rdfs_owlrl,edge2,67.016
wellbeing,sharded,19.945592,3,20.1807926,BASE-Q03,rdfs_owlrl,edge2,59.473276999999996
decision,sharded,21.618204,3,21.9483537,BASE-Q04,rdfs_owlrl,edge2,65.15492599999999
wellbeing,sharded,19.962963,3,22.3434459,BASE-Q05,rdfs_owlrl,edge2,60.697703
wellbeing,sharded,23.047852,3,23.5692022,BASE-Q09,rdfs_owlrl,edge2,69.507074
observability,sharded,28.294222,3,28.5396556,BASE-Q10,rdfs_owlrl,edge2,85.08533299999999
adaptation,sharded,14.487259,3,16.0304593,BASE-Q12,rdfs_owlrl,edge2,44.529019
adaptation,sharded,17.467593,3,17.740025699999997,BASE-Q13,rdfs_owlrl,edge2,52.598796
identity_consent,sharded,11.915334,3,14.3902503,BASE-Q15,rdfs_owlrl,edge2,38.390057
federation,sharded,24.634111,3,24.6460774,BASE-Q16,rdfs_owlrl,edge2,73.78937
context_zones,sharded,16.695315,3,16.8098985,BASE-Q17,rdfs_owlrl,edge2,50.183797
context_zones,sharded,9.934926,3,161.26644209999998,BASE-Q18,rdfs_owlrl,edge2,197.83646199999998
identity_consent,sharded,24.667463,3,24.736496600000002,BASE-Q20,rdfs_owlrl,edge2,73.887945
decision,sharded,26.453352,3,27.1852014,BASE-Q21,rdfs_owlrl,edge2,80.08174
adaptation,sharded,23.529,3,23.575367099999998,BASE-Q22,rdfs_owlrl,edge2,70.55550099999999
topology,sharded,20.664704,3,21.2789711,BASE-Q23,rdfs_owlrl,edge2,62.547779
federation,sharded,25.81837,3,25.958536900000002,BASE-Q24,rdfs_owlrl,edge2,77.478463
identity_consent,sharded,13.485444,3,13.5339945,BASE-Q25,rdfs_owlrl,edge2,39.97911
adaptation,sharded,8.397037,3,8.4250045,BASE-Q27,rdfs_owlrl,edge2,25.184779
identity_consent,sharded,42.696352,3,45.204886,BASE-Q28,rdfs_owlrl,edge2,130.838112
federation,sharded,6.559852,3,6.573068500000001,BASE-Q30,rdfs_owlrl,edge2,19.691704
observability,sharded,23.608833,3,23.752383899999998,BASE-Q33,rdfs_owlrl,edge2,70.88163
delegation,sharded,30.418352,3,30.5569187,BASE-Q35,rdfs_owlrl,edge2,91.113315
identity_consent,sharded,28.484037,3,30.8674701,EXT-Q11,rdfs_owlrl,edge2,84.89374000000001
identity_consent,sharded,24.909463,3,26.025829299999998,EXT-Q12,rdfs_owlrl,edge2,75.545074
identity_consent,sharded,22.355445,3,23.885211,EXT-Q13,rdfs_owlrl,edge2,68.731779
identity_consent,sharded,22.369259,3,23.2219928,EXT-Q14,rdfs_owlrl,edge2,67.982704
identity_consent,sharded,44.422259,3,44.5130924,EXT-Q15,rdfs_owlrl,edge2,133.18687
identity_consent,sharded,14.68263,3,17.9689962,EXT-Q16,rdfs_owlrl,edge2,47.684815
identity_consent,sharded,22.021926,3,22.034259600000002,EXT-Q17,rdfs_owlrl,edge2,66.02746400000001
identity_consent,sharded,23.79687,3,23.8548543,EXT-Q18,rdfs_owlrl,edge2,71.384315
identity_consent,sharded,35.889444,3,36.1242945,EXT-Q19,rdfs_owlrl,edge2,107.88170299999999
identity_consent,sharded,12.812481,3,12.8361816,EXT-Q20,rdfs_owlrl,edge2,37.943796
identity_consent,sharded,23.892129,3,25.1561295,EXT-Q21,rdfs_owlrl,edge2,72.551222
security_identity,sharded,363.836,3,372.263717,EXT-Q22,rdfs_owlrl,edge2,1008.03076
data_lifecycle,sharded,23.646018,3,23.7272349,EXT-Q23,rdfs_owlrl,edge2,70.68611
data_lifecycle,sharded,24.691352,3,24.9977021,EXT-Q24,rdfs_owlrl,edge2,74.29511099999999
data_lifecycle,sharded,39.816277,3,40.0946938,EXT-Q25,rdfs_owlrl,edge2,119.538851
security_identity,sharded,19.205315,3,19.499231599999998,EXT-Q26,rdfs_owlrl,edge2,57.619667
security_identity,sharded,35.204481,3,37.266615,EXT-Q27,rdfs_owlrl,edge2,107.86901800000001
security_identity,sharded,19.011166,3,19.0810501,EXT-Q28,rdfs_owlrl,edge2,56.622759
data_lifecycle,sharded,18.381648,3,18.4537308,EXT-Q31,rdfs_owlrl,edge2,55.157888
data_lifecycle,sharded,10.997019,3,11.0195514,EXT-Q32,rdfs_owlrl,edge2,32.984981
data_lifecycle,sharded,24.309037,3,26.9471701,EXT-Q33,rdfs_owlrl,edge2,73.241573
data_lifecycle,sharded,18.376149,3,19.199232300000002,EXT-Q34,rdfs_owlrl,edge2,55.95239
data_lifecycle,sharded,14.563389,3,15.345039,EXT-Q35,rdfs_owlrl,edge2,44.483944
context_zones,sharded,59.188611,3,59.4386112,EXT-Q37,rdfs_owlrl,edge2,177.768685
context_zones,sharded,34.386111,3,34.625510999999996,EXT-Q38,rdfs_owlrl,edge2,103.34190699999999
trust,sharded,19.85887,3,24.2078536,EXT-Q44,rdfs_owlrl,edge2,64.333499
trust,sharded,45.57087,3,45.9895203,EXT-Q45,rdfs_owlrl,edge2,136.966074
decision,sharded,26.817426,3,26.8264764,EXT-Q46,rdfs_owlrl,edge2,80.314278
decision,sharded,28.484852,3,28.7920022,EXT-Q47,rdfs_owlrl,edge2,85.792574
decision,sharded,30.684963,3,30.809613,EXT-Q48,rdfs_owlrl,edge2,92.071
decision,sharded,24.993667,3,28.291833099999998,EXT-Q49,rdfs_owlrl,edge2,78.58162999999999
decision,sharded,32.997963,3,32.9994624,EXT-Q50,rdfs_owlrl,edge2,98.690258
decision,sharded,23.304593,3,26.1418097,EXT-Q51,rdfs_owlrl,edge2,72.541649
decision,sharded,21.996314,3,22.2016814,EXT-Q52,rdfs_owlrl,edge2,66.057406
decision,sharded,47.519463,3,47.7062301,EXT-Q53,rdfs_owlrl,edge2,142.71313
decision,sharded,26.199667,3,27.1061668,EXT-Q54,rdfs_owlrl,edge2,79.285908
decision,sharded,19.422037,3,19.813953700000003,EXT-Q55,rdfs_owlrl,edge2,58.618148000000005
decision,sharded,48.253944,3,48.3870774,EXT-Q56,rdfs_owlrl,edge2,144.427314
decision,sharded,18.507519,3,18.6001848,EXT-Q57,rdfs_owlrl,edge2,55.557963
decision,sharded,29.49487,3,29.5634032,EXT-Q58,rdfs_owlrl,edge2,88.553795
adaptation,sharded,40.553926,3,44.1558088,EXT-Q59,rdfs_owlrl,edge2,123.73187
adaptation,sharded,25.657741,3,26.4035908,EXT-Q60,rdfs_owlrl,edge2,77.650204
adaptation,sharded,8.241426,3,8.2494927,EXT-Q61,rdfs_owlrl,edge2,24.23526
adaptation,sharded,22.119851,3,22.146468499999997,EXT-Q62,rdfs_owlrl,edge2,65.930981
delegation,sharded,23.909481,3,23.984348400000002,EXT-Q63,rdfs_owlrl,edge2,71.6615
delegation,sharded,20.103352,3,24.7114348,EXT-Q64,rdfs_owlrl,edge2,65.344203
delegation,sharded,12.715111,3,12.759778,EXT-Q65,rdfs_owlrl,edge2,38.173574
federation,sharded,23.767074,3,23.8085739,EXT-Q66,rdfs_owlrl,edge2,70.933814
federation,sharded,38.094722,3,38.227705099999994,EXT-Q67,rdfs_owlrl,edge2,114.28848099999999
federation,sharded,24.514037,3,24.535020499999998,EXT-Q68,rdfs_owlrl,edge2,73.473574
federation,sharded,27.018407,3,31.3670567,EXT-Q69,rdfs_owlrl,edge2,85.70797999999999
audit_temporal,sharded,36.280852,3,36.4164685,EXT-Q70,rdfs_owlrl,edge2,108.79400000000001
audit_temporal,sharded,34.583167,3,34.709566599999995,EXT-Q71,rdfs_owlrl,edge2,103.687704
audit_temporal,sharded,26.046055,3,26.3146213,EXT-Q72,rdfs_owlrl,edge2,78.341554
audit_temporal,sharded,63.386074,3,64.1990737,EXT-Q73,rdfs_owlrl,edge2,190.886555
audit_temporal,sharded,101.014241,3,101.08935679999999,EXT-Q74,rdfs_owlrl,edge2,302.969832
identity_consent,sharded,28.958351,3,29.294201299999997,BASE-Q01,rdfs_owlrl,edge3,87.218239
wellbeing,sharded,19.688951,3,19.7445674,BASE-Q03,rdfs_owlrl,edge3,58.666259
wellbeing,sharded,18.456078,3,18.4612944,BASE-Q05,rdfs_owlrl,edge3,55.36603100000001
wellbeing,sharded,22.867066,3,23.005249300000003,BASE-Q09,rdfs_owlrl,edge3,68.741327
observability,sharded,28.072535,3,42.2656862,BASE-Q10,rdfs_owlrl,edge3,99.471976
adaptation,sharded,14.528592,3,14.5827261,BASE-Q12,rdfs_owlrl,edge3,43.59587
adaptation,sharded,17.328595,3,17.5439623,BASE-Q13,rdfs_owlrl,edge3,52.111416000000006
identity_consent,sharded,11.521052,3,11.838401900000001,BASE-Q15,rdfs_owlrl,edge3,34.620581
federation,sharded,24.29916,3,24.4332096,BASE-Q16,rdfs_owlrl,edge3,72.75009
context_zones,sharded,17.127688,3,17.294121399999998,BASE-Q17,rdfs_owlrl,edge3,51.542897999999994
context_zones,sharded,10.285198,3,10.4383816,BASE-Q18,rdfs_owlrl,edge3,30.587685999999998
identity_consent,sharded,24.232456,3,24.4657567,BASE-Q20,rdfs_owlrl,edge3,72.851962
decision,sharded,26.347866,3,26.4402996,BASE-Q21,rdfs_owlrl,edge3,79.058673
adaptation,sharded,23.839993,3,25.2653446,BASE-Q22,rdfs_owlrl,edge3,72.790666
topology,sharded,21.282915,3,21.3894327,BASE-Q23,rdfs_owlrl,edge3,63.274857
federation,sharded,25.531939,3,25.5969388,BASE-Q24,rdfs_owlrl,edge3,76.440409
identity_consent,sharded,13.668017,3,13.669233799999999,BASE-Q25,rdfs_owlrl,edge3,40.285661000000005
adaptation,sharded,8.348325,3,8.8961424,BASE-Q27,rdfs_owlrl,edge3,25.648976
identity_consent,sharded,42.398386,3,44.0504719,BASE-Q28,rdfs_owlrl,edge3,129.029661
federation,sharded,6.638656,3,6.6530065,BASE-Q30,rdfs_owlrl,edge3,19.847154
delegation,sharded,28.950425,3,29.205975499999997,BASE-Q35,rdfs_owlrl,edge3,87.114609
identity_consent,sharded,25.745291,3,25.9831916,EXT-Q11,rdfs_owlrl,edge3,77.288374
identity_consent,sharded,25.651365,3,25.712198700000002,EXT-Q12,rdfs_owlrl,edge3,76.978614
identity_consent,sharded,22.19251,3,22.274759200000002,EXT-Q13,rdfs_owlrl,edge3,66.636139
identity_consent,sharded,22.562398,3,34.537863699999996,EXT-Q14,rdfs_owlrl,edge3,80.714342
identity_consent,sharded,45.041556,3,45.157122300000005,EXT-Q15,rdfs_owlrl,edge3,134.812316
identity_consent,sharded,15.073871,3,15.2383208,EXT-Q16,rdfs_owlrl,edge3,44.923223
identity_consent,sharded,21.881917,3,22.325049999999997,EXT-Q17,rdfs_owlrl,edge3,66.114027
identity_consent,sharded,23.777659,3,23.9803264,EXT-Q18,rdfs_owlrl,edge3,71.432719
identity_consent,sharded,35.809249,3,35.8539646,EXT-Q19,rdfs_owlrl,edge3,107.42674500000001
identity_consent,sharded,12.195126,3,12.6865269,EXT-Q20,rdfs_owlrl,edge3,37.098916
identity_consent,sharded,23.591622,3,23.8338219,EXT-Q21,rdfs_owlrl,edge3,70.848365
security_identity,sharded,327.735873,3,328.6099242,EXT-Q22,rdfs_owlrl,edge3,969.105491
data_lifecycle,sharded,22.967992,3,25.6666285,EXT-Q23,rdfs_owlrl,edge3,71.870294
data_lifecycle,sharded,24.608049,3,24.847065599999997,EXT-Q24,rdfs_owlrl,edge3,73.943018
data_lifecycle,sharded,39.768513,3,39.9483465,EXT-Q25,rdfs_owlrl,edge3,119.318353
security_identity,sharded,18.646616,3,18.660232099999998,EXT-Q26,rdfs_owlrl,edge3,55.88418
security_identity,sharded,35.455877,3,36.3632453,EXT-Q27,rdfs_owlrl,edge3,107.33189300000001
security_identity,sharded,18.921432,3,19.8224985,EXT-Q28,rdfs_owlrl,edge3,57.751406
data_lifecycle,sharded,17.708744,3,17.812045100000002,EXT-Q31,rdfs_owlrl,edge3,53.200362999999996
data_lifecycle,sharded,11.290292,3,11.5996922,EXT-Q32,rdfs_owlrl,edge3,34.173135
data_lifecycle,sharded,21.596786,3,21.681287,EXT-Q33,rdfs_owlrl,edge3,64.670452
data_lifecycle,sharded,18.097189,3,18.563723799999998,EXT-Q34,rdfs_owlrl,edge3,54.799254000000005
data_lifecycle,sharded,14.442722,3,14.515055,EXT-Q35,rdfs_owlrl,edge3,43.382925
context_zones,sharded,59.197593,3,64.8197157,EXT-Q37,rdfs_owlrl,edge3,183.43228499999998
context_zones,sharded,34.86321,3,35.1051606,EXT-Q38,rdfs_owlrl,edge3,104.61031600000001
trust,sharded,19.156172,3,19.4346725,EXT-Q44,rdfs_owlrl,edge3,57.727776000000006
trust,sharded,45.22039,3,45.8280907,EXT-Q45,rdfs_owlrl,edge3,136.335912
decision,sharded,26.616126,3,26.784275700000002,EXT-Q46,rdfs_owlrl,edge3,79.621007
decision,sharded,28.685073,3,28.7129901,EXT-Q47,rdfs_owlrl,edge3,85.722775
decision,sharded,30.611261,3,30.623593699999997,EXT-Q48,rdfs_owlrl,edge3,91.642207
decision,sharded,24.746679,3,24.7583619,EXT-Q49,rdfs_owlrl,edge3,74.224203
decision,sharded,32.810282,3,32.8831145,EXT-Q50,rdfs_owlrl,edge3,98.250382
decision,sharded,23.518956,3,24.2499396,EXT-Q51,rdfs_owlrl,edge3,70.903441
decision,sharded,21.54649,3,21.6425893,EXT-Q52,rdfs_owlrl,edge3,64.648654
decision,sharded,47.3658,3,48.1372179,EXT-Q53,rdfs_owlrl,edge3,142.910883
decision,sharded,26.213552,3,26.520185599999998,EXT-Q54,rdfs_owlrl,edge3,78.9511
decision,sharded,19.280784,3,20.502768,EXT-Q55,rdfs_owlrl,edge3,59.169055
decision,sharded,48.093968,3,50.8886372,EXT-Q56,rdfs_owlrl,edge3,147.350536
decision,sharded,18.930561,3,18.950310599999998,EXT-Q57,rdfs_owlrl,edge3,56.682199999999995
decision,sharded,28.857018,3,28.8753339,EXT-Q58,rdfs_owlrl,edge3,86.504756
adaptation,sharded,38.154289,3,38.3184724,EXT-Q59,rdfs_owlrl,edge3,114.498662
adaptation,sharded,25.431846,3,25.5019965,EXT-Q60,rdfs_owlrl,edge3,76.054243
adaptation,sharded,8.154084,3,8.2360848,EXT-Q61,rdfs_owlrl,edge3,24.121197
adaptation,sharded,21.477286,3,21.6050194,EXT-Q62,rdfs_owlrl,edge3,64.569802
delegation,sharded,23.653289,3,23.7320885,EXT-Q63,rdfs_owlrl,edge3,70.989977
delegation,sharded,20.156988,3,20.3884887,EXT-Q64,rdfs_owlrl,edge3,60.646446
delegation,sharded,12.687682,3,12.9456994,EXT-Q65,rdfs_owlrl,edge3,38.329195
federation,sharded,23.559122,3,23.586605300000002,EXT-Q66,rdfs_owlrl,edge3,70.623255
federation,sharded,38.106232,3,38.2668829,EXT-Q67,rdfs_owlrl,edge3,114.46329
federation,sharded,24.438715,3,24.5573161,EXT-Q68,rdfs_owlrl,edge3,73.312073
federation,sharded,26.890885,3,26.9351686,EXT-Q69,rdfs_owlrl,edge3,80.635415
audit_temporal,sharded,35.126711,3,35.1513611,EXT-Q70,rdfs_owlrl,edge3,105.142188
audit_temporal,sharded,34.305136,3,35.1076705,EXT-Q71,rdfs_owlrl,edge3,103.382594
audit_temporal,sharded,25.940236,3,83.0468578,EXT-Q72,rdfs_owlrl,edge3,141.197973
audit_temporal,sharded,63.31806,3,64.3111119,EXT-Q73,rdfs_owlrl,edge3,190.970349
audit_temporal,sharded,100.2132,3,101.375451,EXT-Q74,rdfs_owlrl,edge3,301.625378
observability,sharded,34.517981,3,34.9260644,BASE-Q07,rdfs_owlrl,fog,103.645925
observability,sharded,37.34724,3,155.92180799999997,BASE-Q08,rdfs_owlrl,fog,243.328352
decision,sharded,34.659351,3,42.276168899999995,BASE-Q19,rdfs_owlrl,fog,111.714648
observability,sharded,5.7825,3,5.7902166,BASE-Q26,rdfs_owlrl,fog,17.344481000000002
topology,sharded,14.076371,3,14.528387,BASE-Q29,rdfs_owlrl,fog,42.725852
decision,sharded,16.57776,3,20.0950752,BASE-Q32,rdfs_owlrl,fog,53.302148
topology,sharded,10.868592,3,134.97935879999997,BASE-Q34,rdfs_owlrl,fog,170.459554
trust,sharded,28.374481,3,28.3823146,EXT-Q40,rdfs_owlrl,fog,84.732611
trust,sharded,24.727518,3,31.313151899999998,EXT-Q41,rdfs_owlrl,fog,81.424888
trust,sharded,19.996018,3,144.63148569999998,EXT-Q42,rdfs_owlrl,fog,198.276667
trust,sharded,31.340889,3,31.6802061,EXT-Q43,rdfs_owlrl,fog,94.188501
