category,layout,median,n,p95,query_id,reasoner,total
identity_consent,sharded,22.67013,9,24.3491596,EXT-Q14,owlrl,207.391993
identity_consent,sharded,45.276001,9,48.354548,EXT-Q15,owlrl,414.440245
identity_consent,sharded,14.579148,9,97.24004039999996,EXT-Q16,owlrl,270.108999
identity_consent,sharded,22.216769,9,26.707011400000003,EXT-Q17,owlrl,212.383715
identity_consent,sharded,24.030148,9,29.860410599999998,EXT-Q18,owlrl,231.432088
identity_consent,sharded,35.892833,9,39.8384338,EXT-Q19,owlrl,333.143931
identity_consent,sharded,12.816942,9,13.4716074,EXT-Q20,owlrl,115.269009
identity_consent,sharded,23.164529,9,25.2262852,EXT-Q21,owlrl,211.570787
security_identity,sharded,88.372444,9,234.64544199999997,EXT-Q22,owlrl,1061.370348
data_lifecycle,sharded,23.194621,9,26.696384799999997,EXT-Q23,owlrl,217.461379
data_lifecycle,sharded,25.025722,9,27.540911,EXT-Q24,owlrl,231.796482
data_lifecycle,sharded,41.982315,9,48.7271962,EXT-Q25,owlrl,382.814498
security_identity,sharded,18.90576,9,20.1097778,EXT-Q26,owlrl,172.527329
security_identity,sharded,35.574537,9,47.3170996,EXT-Q27,owlrl,352.673689
security_identity,sharded,18.935764,9,19.488547999999998,EXT-Q28,owlrl,170.26225499999998
security_identity,sharded,3.233195,3,3.9555952999999997,EXT-Q29,owlrl,10.307436
security_identity,sharded,2.592651,3,3.2802626999999998,EXT-Q30,owlrl,8.357266
data_lifecycle,sharded,17.826504,9,18.755381800000002,EXT-Q31,owlrl,162.905217
data_lifecycle,sharded,10.918555,9,11.4626222,EXT-Q32,owlrl,99.321449
data_lifecycle,sharded,21.787971,9,22.229522199999998,EXT-Q33,owlrl,195.479505
data_lifecycle,sharded,18.487041,9,18.8012628,EXT-Q34,owlrl,166.255011
data_lifecycle,sharded,14.770389,9,16.159070399999997,EXT-Q35,owlrl,135.892872
context_zones,sharded,20.876574,3,21.2022075,EXT-Q36,owlrl,62.944370000000006
context_zones,sharded,59.283908,9,61.5625482,EXT-Q37,owlrl,540.650039
context_zones,sharded,34.893859,9,36.116012,EXT-Q38,owlrl,314.562598
context_zones,sharded,15.558056,3,15.6114053,EXT-Q39,owlrl,46.541778
trust,sharded,28.0335,3,28.9734672,EXT-Q40,owlrl,84.983334
trust,sharded,24.715926,3,24.8119929,EXT-Q41,owlrl,74.19838899999999
trust,sharded,20.229537,3,21.053037,EXT-Q42,owlrl,61.035222000000005
trust,sharded,31.760759,3,31.8628262,EXT-Q43,owlrl,95.385963
trust,sharded,19.571969,9,24.0874444,EXT-Q44,owlrl,187.300867
trust,sharded,45.777557,9,139.18154099999995,EXT-Q45,owlrl,568.144133
decision,sharded,26.664404,9,33.9618886,EXT-Q46,owlrl,259.039561
decision,sharded,28.797555,9,37.951689,EXT-Q47,owlrl,284.738773
decision,sharded,31.284444,9,33.2958074,EXT-Q48,owlrl,285.809893
decision,sharded,26.47474,9,106.04537019999997,EXT-Q49,owlrl,369.817908
decision,sharded,32.725204,9,33.7560406,EXT-Q50,owlrl,295.920196
decision,sharded,23.141844,9,33.048570399999996,EXT-Q51,owlrl,234.661938
decision,sharded,22.025574,9,29.9921894,EXT-Q52,owlrl,219.975989
decision,sharded,47.566019,9,50.6584408,EXT-Q53,owlrl,438.52992
decision,sharded,26.606162,9,29.1922336,EXT-Q54,owlrl,245.05609800000002
decision,sharded,19.488932,9,20.9321074,EXT-Q55,owlrl,176.927851
decision,sharded,48.035537,9,49.42833,EXT-Q56,owlrl,435.97192
decision,sharded,18.853061,9,19.0491036,EXT-Q57,owlrl,169.278571
decision,sharded,29.347426,9,29.825606999999998,EXT-Q58,owlrl,264.453275
adaptation,sharded,37.862288,9,67.2271032,EXT-Q59,owlrl,428.309046
adaptation,sharded,25.348458,9,27.012285199999997,EXT-Q60,owlrl,232.06641
adaptation,sharded,7.94674,9,8.3730808,EXT-Q61,owlrl,71.879768
adaptation,sharded,21.924139,9,22.9759964,EXT-Q62,owlrl,199.351547
delegation,sharded,23.720363,9,24.9873222,EXT-Q63,owlrl,216.631921
delegation,sharded,20.492426,9,22.333122,EXT-Q64,owlrl,187.237852
delegation,sharded,12.702778,9,13.3302254,EXT-Q65,owlrl,115.562343
federation,sharded,23.727752,9,26.0762036,EXT-Q66,owlrl,218.85320099999998
federation,sharded,38.292629,9,39.6573706,EXT-Q67,owlrl,347.891256
federation,sharded,25.075648,9,25.513035,EXT-Q68,owlrl,223.029889
federation,sharded,26.900201,9,29.9631704,EXT-Q69,owlrl,249.557749
audit_temporal,sharded,35.942852,9,111.3177224,EXT-Q70,owlrl,544.633131
audit_temporal,sharded,34.59926,9,43.2244742,EXT-Q71,owlrl,334.183187
audit_temporal,sharded,26.202107,9,30.1495808,EXT-Q72,owlrl,247.314504
audit_temporal,sharded,64.003167,9,97.9149518,EXT-Q73,owlrl,676.933459
audit_temporal,sharded,100.383404,9,227.21377819999995,EXT-Q74,owlrl,1175.9249869999999
validation,sharded,17.602026,3,17.7437544,EXT-Q75,owlrl,52.856981000000005
validation,sharded,5.259248,3,8.2831715,EXT-Q76,owlrl,18.750488
validation,sharded,9.25358,3,9.399092,EXT-Q77,owlrl,27.522712
policy_governance,sharded,12.737448,3,14.9172939,EXT-Q78,owlrl,40.369457
policy_governance,sharded,10.105021,3,12.1064365,EXT-Q79,owlrl,32.396927
validation,sharded,33.126854,3,76.97361199999999,EXT-Q80,owlrl,147.42344
identity_consent,sharded,29.64187,9,113.99909359999995,BASE-Q01,rdfs,404.650044
topology,sharded,21.128148,3,21.5393148,BASE-Q02,rdfs,63.746518
wellbeing,sharded,18.688315,9,19.944111,BASE-Q03,rdfs,171.981643
decision,sharded,21.853,3,22.2889168,BASE-Q04,rdfs,65.978352
wellbeing,sharded,18.570801,9,19.8367812,BASE-Q05,rdfs,169.686994
identity_consent,sharded,3.886592,3,3.9321626,BASE-Q06,rdfs,11.676452999999999
observability,sharded,36.286981,3,159.268498,BASE-Q07,rdfs,244.786129
observability,sharded,37.448537,3,37.6979873,BASE-Q08,rdfs,112.34138899999999
wellbeing,sharded,23.144992,9,25.326863,BASE-Q09,rdfs,212.967789
observability,sharded,28.304092,9,29.6510852,BASE-Q10,rdfs,256.887456
wellbeing,sharded,14.732352,3,14.9835348,BASE-Q11,rdfs,44.285482
adaptation,sharded,14.043907,9,14.6453556,BASE-Q12,rdfs,127.120329
adaptation,sharded,17.854518,9,18.7222152,BASE-Q13,rdfs,161.860938
delegation,sharded,16.86163,3,17.2041133,BASE-Q14,rdfs,50.850352
identity_consent,sharded,11.723259,9,12.1570524,BASE-Q15,rdfs,104.515338
federation,sharded,24.604834,9,26.7081922,BASE-Q16,rdfs,226.677351
context_zones,sharded,16.526981,9,17.6903038,BASE-Q17,rdfs,151.55402899999999
context_zones,sharded,10.256,9,10.8827604,BASE-Q18,rdfs,92.704078
decision,sharded,34.812963,3,141.93009629999997,BASE-Q19,rdfs,222.740722
identity_consent,sharded,24.971698,9,26.326363,BASE-Q20,rdfs,227.786871
decision,sharded,26.522125,9,32.256281200000004,BASE-Q21,rdfs,254.38619
adaptation,sharded,23.684567,9,24.4524926,BASE-Q22,rdfs,214.180442
topology,sharded,21.188167,9,22.049529800000002,BASE-Q23,rdfs,192.016375
federation,sharded,26.62213,9,62.70568179999998,BASE-Q24,rdfs,301.4008
identity_consent,sharded,13.002741,9,13.7937034,BASE-Q25,rdfs,118.72851
observability,sharded,5.932963,3,6.1037794000000005,BASE-Q26,rdfs,17.961277
adaptation,sharded,8.430973,9,8.9238336,BASE-Q27,rdfs,76.681884
identity_consent,sharded,54.11513,9,195.9707742,BASE-Q28,rdfs,734.404124
topology,sharded,14.120723,3,14.5410554,BASE-Q29,rdfs,42.725148000000004
federation,sharded,6.535908,9,7.1088144,BASE-Q30,rdfs,60.228564
identity_consent,sharded,3.85851,3,3.9048203999999997,BASE-Q31,rdfs,11.510797
decision,sharded,16.263203,3,16.6127369,BASE-Q32,rdfs,49.106944
observability,sharded,23.403241,3,26.9979409,BASE-Q33,rdfs,73.686556
topology,sharded,10.785944,3,11.7784442,BASE-Q34,rdfs,33.336129
delegation,sharded,31.602611,9,131.35135079999998,BASE-Q35,rdfs,500.045536
semantic_schema,sharded,6.486996,3,7.7530899,EXT-Q01,rdfs,20.832913
semantic_schema,sharded,4.851631,3,4.888730799999999,EXT-Q02,rdfs,14.534302
policy_governance,sharded,15.802934,3,60.755897299999994,EXT-Q03,rdfs,96.994648
policy_governance,sharded,13.852378,3,13.9762036,EXT-Q04,rdfs,41.532053
semantic_schema,sharded,17.109082,3,17.3194561,EXT-Q05,rdfs,51.263668
semantic_schema,sharded,3.476982,3,35.6293083,EXT-Q06,rdfs,46.107973
policy_governance,sharded,9.018772,3,9.1416553,EXT-Q07,rdfs,27.159471000000003
policy_governance,sharded,55.440589,3,55.686330399999996,EXT-Q08,rdfs,165.833925
policy_governance,sharded,14.022666,3,14.0954409,EXT-Q09,rdfs,42.00112
policy_governance,sharded,38.854922,3,39.4188818,EXT-Q10,rdfs,116.864922
identity_consent,sharded,25.701069,9,28.925226000000002,EXT-Q11,rdfs,237.410726
identity_consent,sharded,26.036236,9,29.5687222,EXT-Q12,rdfs,241.769097
identity_consent,sharded,22.76087,9,24.4312514,EXT-Q13,rdfs,208.085695
identity_consent,sharded,22.638666,9,24.0749484,EXT-Q14,rdfs,207.821604
identity_consent,sharded,45.21202,9,48.2104332,EXT-Q15,rdfs,412.73615
identity_consent,sharded,14.643704,9,15.322115400000001,EXT-Q16,rdfs,133.564908
identity_consent,sharded,22.334297,9,26.761395800000003,EXT-Q17,rdfs,212.817767
identity_consent,sharded,24.071456,9,29.425432999999998,EXT-Q18,rdfs,231.340404
identity_consent,sharded,35.93287,9,39.040980999999995,EXT-Q19,rdfs,332.45865299999997
identity_consent,sharded,12.703426,9,13.4674006,EXT-Q20,rdfs,114.176288
identity_consent,sharded,22.130111,9,23.2617884,EXT-Q21,rdfs,200.796246
security_identity,sharded,120.036111,9,197.8312336,EXT-Q22,rdfs,1340.923797
data_lifecycle,sharded,23.460326,9,27.0292664,EXT-Q23,rdfs,220.352884
data_lifecycle,sharded,25.372241,9,27.2786152,EXT-Q24,rdfs,231.566963
data_lifecycle,sharded,40.193315,9,131.30430339999992,EXT-Q25,rdfs,516.904317
security_identity,sharded,19.339413,9,20.3778366,EXT-Q26,rdfs,174.604421
security_identity,sharded,35.76073,9,137.02909619999994,EXT-Q27,rdfs,507.789375
security_identity,sharded,19.031297,9,19.9072556,EXT-Q28,rdfs,171.133683
security_identity,sharded,3.241536,3,3.7713362999999998,EXT-Q29,rdfs,10.135135
security_identity,sharded,2.598272,3,2.6766943999999997,EXT-Q30,rdfs,7.808317
data_lifecycle,sharded,18.200852,9,18.7851558,EXT-Q31,rdfs,163.505844
data_lifecycle,sharded,11.089791,9,12.1157188,EXT-Q32,rdfs,101.356374
data_lifecycle,sharded,21.789231,9,22.0788446,EXT-Q33,rdfs,195.836933
data_lifecycle,sharded,18.481667,9,103.39709459999995,EXT-Q34,rdfs,307.008681
data_lifecycle,sharded,14.825426,9,16.0904296,EXT-Q35,rdfs,136.001778
context_zones,sharded,20.670963,3,20.8628295,EXT-Q36,rdfs,62.182795999999996
context_zones,sharded,59.350519,9,61.4851854,EXT-Q37,rdfs,538.5794989999999
context_zones,sharded,34.925371,9,35.2257218,EXT-Q38,rdfs,313.278815
context_zones,sharded,15.692296,3,15.7040797,EXT-Q39,rdfs,46.522722
trust,sharded,28.286019,3,28.594801800000003,EXT-Q40,rdfs,84.985964
trust,sharded,24.706833,3,25.1816829,EXT-Q41,rdfs,74.51637
trust,sharded,20.289241,3,20.3216581,EXT-Q42,rdfs,60.248056000000005
trust,sharded,31.435111,3,32.0245948,EXT-Q43,rdfs,94.799037
trust,sharded,19.613321,9,28.6297148,EXT-Q44,rdfs,201.943869
trust,sharded,45.58737,9,46.4453404,EXT-Q45,rdfs,411.314132
decision,sharded,26.743982,9,38.5302218,EXT-Q46,rdfs,276.361565
decision,sharded,29.033333,9,37.944789,EXT-Q47,rdfs,287.009366
decision,sharded,31.14678,9,34.11127,EXT-Q48,rdfs,288.042932
decision,sharded,25.276125,9,28.3264404,EXT-Q49,rdfs,234.758558
decision,sharded,32.821371,9,33.9132184,EXT-Q50,rdfs,296.988844
decision,sharded,23.262445,9,31.6163114,EXT-Q51,rdfs,233.038217
decision,sharded,22.222547,9,29.8998932,EXT-Q52,rdfs,220.27650699999998
decision,sharded,47.769852,9,50.634892,EXT-Q53,rdfs,437.870179
decision,sharded,26.336755,9,29.574374,EXT-Q54,rdfs,245.346765
decision,sharded,19.379555,9,21.7417744,EXT-Q55,rdfs,178.624664
decision,sharded,48.275166,9,49.4771442,EXT-Q56,rdfs,435.898864
decision,sharded,18.472981,9,19.838793,EXT-Q57,rdfs,169.119345
decision,sharded,29.395111,9,30.7301152,EXT-Q58,rdfs,266.420592
adaptation,sharded,37.892611,9,67.4816372,EXT-Q59,rdfs,428.497327
adaptation,sharded,25.575203,9,27.0626258,EXT-Q60,rdfs,234.217152
adaptation,sharded,7.936685,9,8.357774,EXT-Q61,rdfs,71.74175
adaptation,sharded,21.982861,9,23.0684444,EXT-Q62,rdfs,199.361785
delegation,sharded,23.950297,9,24.863396,EXT-Q63,rdfs,216.37968
delegation,sharded,20.404519,9,21.6261708,EXT-Q64,rdfs,185.793837
delegation,sharded,12.815349,9,12.9229364,EXT-Q65,rdfs,114.880897
federation,sharded,23.731407,9,25.956904,EXT-Q66,rdfs,219.180108
federation,sharded,38.390863,9,39.669229800000004,EXT-Q67,rdfs,349.069924
federation,sharded,24.512667,9,25.5535524,EXT-Q68,rdfs,221.774905
federation,sharded,26.863333,9,28.4713408,EXT-Q69,rdfs,244.385581
audit_temporal,sharded,36.318241,9,111.1024444,EXT-Q70,rdfs,544.99211
audit_temporal,sharded,34.446062,9,42.1359038,EXT-Q71,rdfs,333.526871
audit_temporal,sharded,29.029296,9,132.89007039999993,EXT-Q72,rdfs,424.515951
audit_temporal,sharded,53.515012,9,78.3221112,EXT-Q73,rdfs,553.674314
audit_temporal,sharded,85.046685,9,120.37161859999999,EXT-Q74,rdfs,864.319168
validation,sharded,17.605248,3,17.7879705,EXT-Q75,rdfs,52.557201
validation,sharded,4.802562,3,4.8966840000000005,EXT-Q76,rdfs,14.428342
validation,sharded,8.878615,3,8.909432800000001,EXT-Q77,rdfs,26.580568
policy_governance,sharded,13.411539,3,61.53452189999999,EXT-Q78,rdfs,93.169501
policy_governance,sharded,10.149124,3,10.2437509,EXT-Q79,rdfs,30.44104
validation,sharded,46.88952,3,52.1012787,EXT-Q80,rdfs,145.04938099999998
identity_consent,sharded,29.256778,9,31.733140799999997,BASE-Q01,rdfs_owlrl,267.907999
topology,sharded,22.330037,3,22.4552702,BASE-Q02,rdfs_owlrl,67.016
wellbeing,sharded,19.945592,9,21.2780816,BASE-Q03,rdfs_owlrl,181.40935100000002
decision,sharded,21.618204,3,21.9483537,BASE-Q04,rdfs_owlrl,65.15492599999999
wellbeing,sharded,19.962963,9,21.7857292,BASE-Q05,rdfs_owlrl,177.011419
identity_consent,sharded,5.095616,3,7.3432075999999995,BASE-Q06,rdfs_owlrl,17.618275
observability,sharded,34.517981,3,34.9260644,BASE-Q07,rdfs_owlrl,103.645925
observability,sharded,37.34724,3,155.92180799999997,BASE-Q08,rdfs_owlrl,243.328352
wellbeing,sharded,23.047852,9,25.2217522,BASE-Q09,rdfs_owlrl,213.652661
observability,sharded,28.566926,9,38.2869402,BASE-Q10,rdfs_owlrl,273.992142
wellbeing,sharded,14.362944,3,14.373645,BASE-Q11,rdfs_owlrl,43.034315
adaptation,sharded,14.478537,9,15.556652,BASE-Q12,rdfs_owlrl,130.182353
adaptation,sharded,17.567892,9,18.8863406,BASE-Q13,rdfs_owlrl,161.157397
delegation,sharded,16.833926,3,16.8450761,BASE-Q14,rdfs_owlrl,50.49581500000001
identity_consent,sharded,11.873663,9,13.5682558,BASE-Q15,rdfs_owlrl,108.65571299999999
federation,sharded,24.634111,9,26.5518856,BASE-Q16,rdfs_owlrl,225.983868
context_zones,sharded,16.945315,9,17.2386436,BASE-Q17,rdfs_owlrl,152.594454
context_zones,sharded,10.320926,9,111.26449259999994,BASE-Q18,rdfs_owlrl,260.519946
decision,sharded,34.659351,3,42.276168899999995,BASE-Q19,rdfs_owlrl,111.714648
identity_consent,sharded,24.667463,9,26.446752,BASE-Q20,rdfs_owlrl,226.019296
decision,sharded,26.453352,9,31.6227886,BASE-Q21,rdfs_owlrl,253.727653
adaptation,sharded,23.839993,9,25.0920522,BASE-Q22,rdfs_owlrl,216.344186
topology,sharded,21.347223,9,22.108,BASE-Q23,rdfs_owlrl,191.676007
federation,sharded,25.81837,9,29.891915,BASE-Q24,rdfs_owlrl,242.840372
identity_consent,sharded,13.623389,9,13.7724336,BASE-Q25,rdfs_owlrl,121.40829
observability,sharded,5.7825,3,5.7902166,BASE-Q26,rdfs_owlrl,17.344481000000002
adaptation,sharded,8.410463,9,8.7709326,BASE-Q27,rdfs_owlrl,76.21221800000001
identity_consent,sharded,44.234037,9,66.2874484,BASE-Q28,rdfs_owlrl,457.724607
topology,sharded,14.076371,3,14.528387,BASE-Q29,rdfs_owlrl,42.725852
federation,sharded,6.638656,9,7.4447111999999995,BASE-Q30,rdfs_owlrl,60.834322
identity_consent,sharded,3.966827,3,4.4971106,BASE-Q31,rdfs_owlrl,12.462433
decision,sharded,16.57776,3,20.0950752,BASE-Q32,rdfs_owlrl,53.302148
observability,sharded,23.608833,3,23.752383899999998,BASE-Q33,rdfs_owlrl,70.88163
topology,sharded,10.868592,3,134.97935879999997,BASE-Q34,rdfs_owlrl,170.459554
delegation,sharded,30.418352,9,63.1078852,BASE-Q35,rdfs_owlrl,366.22468299999997
semantic_schema,sharded,6.55677,3,9.2415537,EXT-Q01,rdfs_owlrl,22.611755000000002
semantic_schema,sharded,4.883285,3,4.9637702,EXT-Q02,rdfs_owlrl,14.719263999999999
policy_governance,sharded,15.530062,3,15.5666452,EXT-Q03,rdfs_owlrl,46.140845999999996
policy_governance,sharded,17.539781,3,23.8356203,EXT-Q04,rdfs_owlrl,55.836155
semantic_schema,sharded,19.700282,3,20.398646,EXT-Q05,rdfs_owlrl,57.235637
semantic_schema,sharded,3.514725,3,18.2346759,EXT-Q06,rdfs_owlrl,26.766049
policy_governance,sharded,9.256114,3,9.312683499999999,EXT-Q07,rdfs_owlrl,27.49552
policy_governance,sharded,55.295136,3,55.527803999999996,EXT-Q08,rdfs_owlrl,165.125806
policy_governance,sharded,17.291394,3,39.0971133,EXT-Q09,rdfs_owlrl,76.09020699999999
policy_governance,sharded,46.173806,3,51.363231199999994,EXT-Q10,rdfs_owlrl,137.626621
identity_consent,sharded,28.419944,9,30.110207199999998,EXT-Q11,rdfs_owlrl,247.69691
identity_consent,sharded,25.718958,9,29.693274,EXT-Q12,rdfs_owlrl,240.980614
identity_consent,sharded,22.355445,9,24.0424742,EXT-Q13,rdfs_owlrl,207.222455
identity_consent,sharded,23.316741,9,31.330149399999996,EXT-Q14,rdfs_owlrl,222.000324
identity_consent,sharded,45.041556,9,48.5267448,EXT-Q15,rdfs_owlrl,413.145113
identity_consent,sharded,15.24687,9,17.128185199999997,EXT-Q16,rdfs_owlrl,138.479353
identity_consent,sharded,22.03563,9,26.6495366,EXT-Q17,rdfs_owlrl,211.768508
identity_consent,sharded,23.861297,9,29.0406148,EXT-Q18,rdfs_owlrl,229.810756
identity_consent,sharded,35.889444,9,39.2738442,EXT-Q19,rdfs_owlrl,333.032225
identity_consent,sharded,12.812481,9,13.6444852,EXT-Q20,rdfs_owlrl,115.154786
identity_consent,sharded,23.892129,9,26.917567,EXT-Q21,rdfs_owlrl,223.196698
security_identity,sharded,327.735873,9,369.454478,EXT-Q22,rdfs_owlrl,2876.599268
data_lifecycle,sharded,23.736259,9,26.3947144,EXT-Q23,rdfs_owlrl,221.561218
data_lifecycle,sharded,24.873623,9,27.1683412,EXT-Q24,rdfs_owlrl,229.515093
data_lifecycle,sharded,39.968328,9,43.5257002,EXT-Q25,rdfs_owlrl,369.257297
security_identity,sharded,19.205315,9,20.2392224,EXT-Q26,rdfs_owlrl,173.588144
security_identity,sharded,36.464064,9,48.9131262,EXT-Q27,rdfs_owlrl,361.693616
security_identity,sharded,18.945889,9,19.5890962,EXT-Q28,rdfs_owlrl,171.198184
security_identity,sharded,3.237882,3,3.8198076000000003,EXT-Q29,rdfs_owlrl,10.249035
security_identity,sharded,2.551219,3,2.5571266,EXT-Q30,rdfs_owlrl,7.526963
data_lifecycle,sharded,18.255296,9,19.0006402,EXT-Q31,rdfs_owlrl,164.177102
data_lifecycle,sharded,11.023889,9,11.6594728,EXT-Q32,rdfs_owlrl,100.84845
data_lifecycle,sharded,22.593296,9,168.240589,EXT-Q33,rdfs_owlrl,496.90020999999996
data_lifecycle,sharded,18.615561,9,19.166604,EXT-Q34,rdfs_owlrl,167.581366
data_lifecycle,sharded,14.563389,9,16.2111926,EXT-Q35,rdfs_owlrl,136.010017
context_zones,sharded,21.236926,3,21.310892499999998,EXT-Q36,rdfs_owlrl,63.483963
context_zones,sharded,59.466389,9,63.725608,EXT-Q37,rdfs_owlrl,544.411506
context_zones,sharded,34.86321,9,35.1121004,EXT-Q38,rdfs_owlrl,312.868537
context_zones,sharded,15.229296,3,15.2739126,EXT-Q39,rdfs_owlrl,45.572332
trust,sharded,28.374481,3,28.3823146,EXT-Q40,rdfs_owlrl,84.732611
trust,sharded,24.727518,3,31.313151899999998,EXT-Q41,rdfs_owlrl,81.424888
trust,sharded,19.996018,3,144.63148569999998,EXT-Q42,rdfs_owlrl,198.276667
trust,sharded,31.340889,3,31.6802061,EXT-Q43,rdfs_owlrl,94.188501
trust,sharded,19.85887,9,24.0704444,EXT-Q44,rdfs_owlrl,191.408793
trust,sharded,45.895613,9,46.321796,EXT-Q45,rdfs_owlrl,412.020912
decision,sharded,26.817426,9,32.8640002,EXT-Q46,rdfs_owlrl,258.331822
decision,sharded,28.716092,9,39.5455926,EXT-Q47,rdfs_owlrl,287.897904
decision,sharded,30.684963,9,33.3686884,EXT-Q48,rdfs_owlrl,282.850021
decision,sharded,24.993667,9,28.501185200000002,EXT-Q49,rdfs_owlrl,237.325556
decision,sharded,32.997963,9,33.0685628,EXT-Q50,rdfs_owlrl,296.07054700000003
decision,sharded,24.33116,9,31.5557886,EXT-Q51,rdfs_owlrl,237.738089
decision,sharded,21.996314,9,29.7780668,EXT-Q52,rdfs_owlrl,219.95569
decision,sharded,47.726982,9,50.8202896,EXT-Q53,rdfs_owlrl,437.787384
decision,sharded,26.554256,9,29.1796446,EXT-Q54,rdfs_owlrl,245.662101
decision,sharded,19.8575,9,21.1163114,EXT-Q55,rdfs_owlrl,180.985186
decision,sharded,48.40187,9,51.270984399999996,EXT-Q56,rdfs_owlrl,442.220145
decision,sharded,18.689037,9,19.2021686,EXT-Q57,rdfs_owlrl,168.921774
decision,sharded,29.49487,9,30.795811,EXT-Q58,rdfs_owlrl,266.252791
adaptation,sharded,40.553926,9,73.5435332,EXT-Q59,rdfs_owlrl,458.640606
adaptation,sharded,25.657741,9,26.5907298,EXT-Q60,rdfs_owlrl,233.31414999999998
adaptation,sharded,8.149685,9,8.2483118,EXT-Q61,rdfs_owlrl,72.592808
adaptation,sharded,22.119851,9,23.123344200000002,EXT-Q62,rdfs_owlrl,199.597172
delegation,sharded,23.909481,9,24.6435484,EXT-Q63,rdfs_owlrl,216.420477
delegation,sharded,20.414211,9,23.879533199999997,EXT-Q64,rdfs_owlrl,191.158112
delegation,sharded,12.764741,9,12.90951,EXT-Q65,rdfs_owlrl,114.912215
federation,sharded,23.767074,9,25.9439818,EXT-Q66,rdfs_owlrl,219.262051
federation,sharded,38.242481,9,39.3774226,EXT-Q67,rdfs_owlrl,346.796475
federation,sharded,24.537352,9,25.584006799999997,EXT-Q68,rdfs_owlrl,222.636887
federation,sharded,27.018407,9,30.9435812,EXT-Q69,rdfs_owlrl,253.658377
audit_temporal,sharded,36.280852,9,110.7167966,EXT-Q70,rdfs_owlrl,545.77354
audit_temporal,sharded,34.723611,9,41.9110666,EXT-Q71,rdfs_owlrl,332.554797
audit_temporal,sharded,26.344462,9,65.49468959999999,EXT-Q72,rdfs_owlrl,307.985564
audit_temporal,sharded,64.289407,9,98.9739814,EXT-Q73,rdfs_owlrl,678.239811
audit_temporal,sharded,101.097703,9,147.9896516,EXT-Q74,rdfs_owlrl,1046.623358
validation,sharded,17.700398,3,17.8030331,EXT-Q75,rdfs_owlrl,52.860243
validation,sharded,7.18578,3,8.0219178,EXT-Q76,rdfs_owlrl,20.367235
validation,sharded,8.97686,3,14.9789177,EXT-Q77,rdfs_owlrl,33.548968
policy_governance,sharded,12.896385,3,15.3275802,EXT-Q78,rdfs_owlrl,41.02162
policy_governance,sharded,9.934264,3,9.9594424,EXT-Q79,rdfs_owlrl,29.780082
validation,sharded,32.932273,3,32.9811628,EXT-Q80,rdfs_owlrl,98.078243
