attributed_query_ms,completed_request_equivalents,mean_query_ms,policy,reasoner
9.609808666666666,2.0,4.804904333333333,P-ADAPT-02,rdfs_owlrl
9.784186666666667,2.0,4.892093333333333,P-AUD-01,rdfs_owlrl
46.83171983333333,5.5,8.514858151515151,P-AUD-05,rdfs_owlrl
13.939153666666666,4.75,2.9345586666666663,P-FL-01,rdfs_owlrl
21.1972915,3.75,5.652611066666666,P-FL-03,rdfs_owlrl
10.978705,2.25,4.879424444444444,P-FL-05,rdfs_owlrl
15.289417,2.75,5.559788,P-FL-07,rdfs_owlrl
177.1591435,4.5,39.368698555555554,P-AUD-07,rdfs_owlrl
67.111582,5.5,12.202105818181819,P-VAL-03,rdfs_owlrl
896.390706,3.0,298.796902,P-INT-02,rdfs_owlrl
275.466943,12.0,22.955578583333335,P-VAL-06,rdfs_owlrl
22.071328,5.0,4.4142656,P-CONS-05,rdfs_owlrl
23.266468166666666,4.0,5.8166170416666665,P-NODE-05,rdfs_owlrl
27.3512865,7.5,3.6468382,P-ADAPT-05,rdfs_owlrl
54.14680883333333,8.5,6.370212803921568,P-ADAPT-06,rdfs_owlrl
23.114806833333333,4.0,5.778701708333333,P-FL-02,rdfs_owlrl
22.446443333333335,4.0,5.611610833333334,P-FL-04,rdfs_owlrl
108.975408,11.0,9.906855272727272,P-AUD-06,rdfs_owlrl
11.127712,3.0,3.7092373333333337,P-OPS-01,rdfs_owlrl
11.834008,3.0,3.9446693333333336,P-INT-01,rdfs_owlrl
73.118657,7.0,10.445522428571428,P-VAL-07,rdfs_owlrl
488.796179,2.5,195.5184716,P-DATA-04,rdfs_owlrl
467.511583,1.0,467.511583,P-DATA-06,rdfs_owlrl
766.6979468333334,11.333333333333334,67.64981883823529,P-CONS-04,rdfs_owlrl
2.80479,1.0,2.80479,P-MODEL-06,rdfs_owlrl
22.134931666666667,4.0,5.533732916666667,P-MODEL-03,rdfs_owlrl
95.28805799999999,11.5,8.28591808695652,P-MODEL-05,rdfs_owlrl
415.5011895,11.5,36.130538217391305,P-GOV-03,rdfs_owlrl
