figure,maximum,median,metric,minimum,n,series,x
sharded-scalability-time,40.695162096,40.60961214500001,total_wall_ms,39.970958786000004,3,owlrl,500.0
sharded-scalability-time,84.837901028,84.49779610399999,total_wall_ms,82.929560839,3,owlrl,1000.0
sharded-scalability-time,7.482359778000001,6.490693537000001,total_wall_ms,6.470256912999999,3,rdfs,10.0
sharded-scalability-time,9.2827837,8.68842886,total_wall_ms,8.612506618000001,3,rdfs,100.0
sharded-scalability-time,26.096880664000004,25.719997321999994,total_wall_ms,24.968023673,3,rdfs,500.0
sharded-scalability-time,58.56633801499999,57.737412207999995,total_wall_ms,57.58946039799999,3,rdfs,1000.0
sharded-scalability-time,20.160757741,19.196294433000002,total_wall_ms,19.125778938,3,rdfs_owlrl,10.0
sharded-scalability-time,26.723471896000003,24.844331286,total_wall_ms,24.454781771999997,3,rdfs_owlrl,100.0
sharded-scalability-time,56.402857174999994,55.662643738999996,total_wall_ms,55.39139287,3,rdfs_owlrl,500.0
sharded-scalability-time,7.193815885,7.17130007,max_node_reasoning_ms,7.120973051,3,owlrl,10.0
sharded-scalability-time,9.287453605000001,9.184617902,max_node_reasoning_ms,9.124516105000001,3,owlrl,100.0
sharded-scalability-time,18.160825785,18.151818433,max_node_reasoning_ms,18.141237228999998,3,owlrl,500.0
