architecture,endpoint,role,profile,dimension,dimension_value,reasoner,repetition,synthetic_users,target_triples,rule_count,padding_mode,status,error,prepare_wall_ms,generation_ms,reasoning_ms,input_triples,output_triples,inferred_triples,closure_expansion_factor,process_cpu_ms,current_rss_kib,peak_rss_kib,disk_read_bytes,disk_write_bytes,timeout_seconds
physical,http://127.0.0.1:8391,cloud,users-1000,users,1000,rdfs,3,1000,0,25,neutral,completed,,9006.558264,510.2773,8005.136391,78202,122100,43898,1.561341142170277,9004.157414,1113200,1444856,0,0,45.0
physical,http://127.0.0.1:8391,cloud,users-1000,users,1000,owlrl,1,1000,0,25,neutral,completed,,29095.522674,1346.153327,26612.267906,78202,143365,65163,1.833265133884044,29088.975816,1020416,1444856,0,0,45.0
physical,http://127.0.0.1:8391,cloud,users-1000,users,1000,owlrl,2,1000,0,25,neutral,completed,,26441.478972,277.003216,25880.115807,78202,143365,65163,1.833265133884044,26435.372442,1020416,1444856,0,0,45.0
physical,http://127.0.0.1:8391,cloud,users-1000,users,1000,owlrl,3,1000,0,25,neutral,completed,,28059.582298,647.398555,26191.338206,78202,143365,65163,1.833265133884044,28053.313336,1019392,1444856,0,0,45.0
physical,http://127.0.0.1:8391,cloud,users-1000,users,1000,rdfs_owlrl,1,1000,0,25,neutral,timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-1000,users,1000,rdfs_owlrl,2,1000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-1000,users,1000,rdfs_owlrl,3,1000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-2500,users,2500,rdfs,1,2500,0,25,neutral,completed,,29480.048029,3334.596114,25462.82768,183517,286065,102548,1.5587929183672358,29473.238785,1068396,1444856,0,0,45.0
physical,http://127.0.0.1:8391,cloud,users-2500,users,2500,rdfs,2,2500,0,25,neutral,completed,,24939.936474,2157.370439,21166.453999,183517,286065,102548,1.5587929183672358,24933.915994,1117916,1444856,0,0,45.0
physical,http://127.0.0.1:8391,cloud,users-2500,users,2500,rdfs,3,2500,0,25,neutral,completed,,23458.234828,719.981549,21831.458527,183517,286065,102548,1.5587929183672358,23452.617702,1429284,1444856,0,0,45.0
physical,http://127.0.0.1:8391,cloud,users-2500,users,2500,owlrl,1,2500,0,25,neutral,timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-2500,users,2500,owlrl,2,2500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-2500,users,2500,owlrl,3,2500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-2500,users,2500,rdfs_owlrl,1,2500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-2500,users,2500,rdfs_owlrl,2,2500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-2500,users,2500,rdfs_owlrl,3,2500,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-5000,users,5000,rdfs,1,5000,0,25,neutral,timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-5000,users,5000,rdfs,2,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-5000,users,5000,rdfs,3,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-5000,users,5000,owlrl,1,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-5000,users,5000,owlrl,2,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-5000,users,5000,owlrl,3,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-5000,users,5000,rdfs_owlrl,1,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-5000,users,5000,rdfs_owlrl,2,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-5000,users,5000,rdfs_owlrl,3,5000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-10000,users,10000,rdfs,1,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-10000,users,10000,rdfs,2,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-10000,users,10000,rdfs,3,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-10000,users,10000,owlrl,1,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-10000,users,10000,owlrl,2,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-10000,users,10000,owlrl,3,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-10000,users,10000,rdfs_owlrl,1,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-10000,users,10000,rdfs_owlrl,2,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://127.0.0.1:8391,cloud,users-10000,users,10000,rdfs_owlrl,3,10000,0,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-25000,target_triples,25000,rdfs,1,100,25000,25,neutral,completed,,30688.301372,149.103241,28664.385039,25000,53699,28699,2.14796,30477.800693,191552,304376,0,0,45.0
physical,http://10.151.73.241:8391,fog,triples-25000,target_triples,25000,rdfs,2,100,25000,25,neutral,completed,,30694.992208,708.383185,28915.911335,25000,53699,28699,2.14796,30674.275398,183096,304376,0,0,45.0
physical,http://10.151.73.241:8391,fog,triples-25000,target_triples,25000,rdfs,3,100,25000,25,neutral,completed,,30341.092186,576.152592,28710.904668,25000,53699,28699,2.14796,30320.568995,162616,304376,0,0,45.0
physical,http://10.151.73.241:8391,fog,triples-25000,target_triples,25000,owlrl,1,100,25000,25,neutral,timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-25000,target_triples,25000,owlrl,2,100,25000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-25000,target_triples,25000,owlrl,3,100,25000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-25000,target_triples,25000,rdfs_owlrl,1,100,25000,25,neutral,timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-25000,target_triples,25000,rdfs_owlrl,2,100,25000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-25000,target_triples,25000,rdfs_owlrl,3,100,25000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-50000,target_triples,50000,rdfs,1,100,50000,25,neutral,timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-50000,target_triples,50000,rdfs,2,100,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-50000,target_triples,50000,rdfs,3,100,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-50000,target_triples,50000,owlrl,1,100,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-50000,target_triples,50000,owlrl,2,100,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-50000,target_triples,50000,owlrl,3,100,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-50000,target_triples,50000,rdfs_owlrl,1,100,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-50000,target_triples,50000,rdfs_owlrl,2,100,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-50000,target_triples,50000,rdfs_owlrl,3,100,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-100000,target_triples,100000,rdfs,1,100,100000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-100000,target_triples,100000,rdfs,2,100,100000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-100000,target_triples,100000,rdfs,3,100,100000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-100000,target_triples,100000,owlrl,1,100,100000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-100000,target_triples,100000,owlrl,2,100,100000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-100000,target_triples,100000,owlrl,3,100,100000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-100000,target_triples,100000,rdfs_owlrl,1,100,100000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-100000,target_triples,100000,rdfs_owlrl,2,100,100000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-100000,target_triples,100000,rdfs_owlrl,3,100,100000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-250000,target_triples,250000,rdfs,1,100,250000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-250000,target_triples,250000,rdfs,2,100,250000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-250000,target_triples,250000,rdfs,3,100,250000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-250000,target_triples,250000,owlrl,1,100,250000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-250000,target_triples,250000,owlrl,2,100,250000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-250000,target_triples,250000,owlrl,3,100,250000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-250000,target_triples,250000,rdfs_owlrl,1,100,250000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-250000,target_triples,250000,rdfs_owlrl,2,100,250000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-250000,target_triples,250000,rdfs_owlrl,3,100,250000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-500000,target_triples,500000,rdfs,1,100,500000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-500000,target_triples,500000,rdfs,2,100,500000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-500000,target_triples,500000,rdfs,3,100,500000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-500000,target_triples,500000,owlrl,1,100,500000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-500000,target_triples,500000,owlrl,2,100,500000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-500000,target_triples,500000,owlrl,3,100,500000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-500000,target_triples,500000,rdfs_owlrl,1,100,500000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-500000,target_triples,500000,rdfs_owlrl,2,100,500000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,triples-500000,target_triples,500000,rdfs_owlrl,3,100,500000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-0,rule_count,0,rdfs,1,500,50000,0,neutral,completed,,28213.839309,1488.84037,25349.898207,50000,87875,37875,1.7575,28190.550523,166848,304376,0,0,45.0
physical,http://10.151.73.241:8391,fog,rules-0,rule_count,0,rdfs,2,500,50000,0,neutral,completed,,27180.139979,1226.967166,24376.379708,50000,87875,37875,1.7575,27013.769014,166588,304376,0,0,45.0
physical,http://10.151.73.241:8391,fog,rules-0,rule_count,0,rdfs,3,500,50000,0,neutral,completed,,27341.34931,1374.733425,24430.086153,50000,87875,37875,1.7575,27208.007304,176836,304376,0,0,45.0
physical,http://10.151.73.241:8391,fog,rules-0,rule_count,0,owlrl,1,500,50000,0,neutral,timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-0,rule_count,0,owlrl,2,500,50000,0,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-0,rule_count,0,owlrl,3,500,50000,0,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-0,rule_count,0,rdfs_owlrl,1,500,50000,0,neutral,timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-0,rule_count,0,rdfs_owlrl,2,500,50000,0,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-0,rule_count,0,rdfs_owlrl,3,500,50000,0,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-25,rule_count,25,rdfs,1,500,50000,25,neutral,completed,,40038.139485,1570.274425,36916.915867,50000,88175,38175,1.7635,39903.954164,188900,304376,0,0,45.0
physical,http://10.151.73.241:8391,fog,rules-25,rule_count,25,rdfs,2,500,50000,25,neutral,completed,,39014.649625,1379.562333,36001.137368,50000,88175,38175,1.7635,38819.655177,187620,304376,0,0,45.0
physical,http://10.151.73.241:8391,fog,rules-25,rule_count,25,rdfs,3,500,50000,25,neutral,completed,,38604.602355,656.594018,35631.332052,50000,88175,38175,1.7635,38530.994218,185312,304376,0,0,45.0
physical,http://10.151.73.241:8391,fog,rules-25,rule_count,25,owlrl,1,500,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-25,rule_count,25,owlrl,2,500,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-25,rule_count,25,owlrl,3,500,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-25,rule_count,25,rdfs_owlrl,1,500,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-25,rule_count,25,rdfs_owlrl,2,500,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-25,rule_count,25,rdfs_owlrl,3,500,50000,25,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-50,rule_count,50,rdfs,1,500,50000,50,neutral,completed,,43624.039384,1651.902536,40270.790291,50000,89100,39100,1.782,43412.173807,183520,304376,0,0,45.0
physical,http://10.151.73.241:8391,fog,rules-50,rule_count,50,rdfs,2,500,50000,50,neutral,completed,,43212.130413,1444.245018,40164.267383,50000,89100,39100,1.782,43085.755703,183776,304376,0,0,45.0
physical,http://10.151.73.241:8391,fog,rules-50,rule_count,50,rdfs,3,500,50000,50,neutral,completed,,43109.93837,659.202407,39969.47768,50000,89100,39100,1.782,42901.089395,188948,304376,0,0,45.0
physical,http://10.151.73.241:8391,fog,rules-50,rule_count,50,owlrl,1,500,50000,50,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-50,rule_count,50,owlrl,2,500,50000,50,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-50,rule_count,50,owlrl,3,500,50000,50,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-50,rule_count,50,rdfs_owlrl,1,500,50000,50,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
physical,http://10.151.73.241:8391,fog,rules-50,rule_count,50,rdfs_owlrl,2,500,50000,50,neutral,skipped_after_timeout,"HTTPError: HTTP Error 408: Request Timeout; worker_response={""error"": ""worker phase exceeded 44.0s"", ""timeout"": true}",,,,,,,,,,,,,45.0
